exp_time|process|stage|trial|role|step|score_0|score_1|choice_set|choice_bonus|initiation|destination|unit_bonus
8.540|grid_exercise|0|101|0|11|0|0|[(-4, 4), (0, 0), (-7, 7), (-6, 6), (-5, 5)]|(-7, 7)|(3, 3)|(3, 5)|{(0, 0): (0, 0), (0, 1): (0, 0), (0, 2): (-6, 6), (0, 3): (-4, 4), (0, 4): (0, 0), (0, 5): (-6, 6), (0, 6): (-6, 6), (1, 0): (-6, 6), (1, 1): (0, 0), (1, 2): (0, 0), (1, 3): (0, 0), (1, 4): (-7, 7), (1, 5): (-4, 4), (1, 6): (-7, 7), (2, 0): (0, 0), (2, 1): (-5, 5), (2, 2): (-5, 5), (2, 3): (-6, 6), (2, 4): (-6, 6), (2, 5): (0, 0), (2, 6): (-5, 5), (3, 0): (-6, 6), (3, 1): (-4, 4), (3, 2): (-7, 7), (3, 3): (0, 0), (3, 4): (-7, 7), (3, 5): (-7, 7), (3, 6): (-7, 7), (4, 0): (-6, 6), (4, 1): (0, 0), (4, 2): (-4, 4), (4, 3): (-7, 7), (4, 4): (0, 0), (4, 5): (-7, 7), (4, 6): (0, 0), (5, 0): (-4, 4), (5, 1): (0, 0), (5, 2): (-5, 5), (5, 3): (-4, 4), (5, 4): (-5, 5), (5, 5): (-6, 6), (5, 6): (0, 0), (6, 0): (0, 0), (6, 1): (0, 0), (6, 2): (0, 0), (6, 3): (-5, 5), (6, 4): (-7, 7), (6, 5): (0, 0), (6, 6): (0, 0)}
11.934|grid_exercise|0|101|1|4|7|0|[(-4, 4), (0, 0)]|(-4, 4)|(3, 5)|(1, 5)|{(0, 0): (0, 0), (0, 1): (0, 0), (0, 2): (-6, 6), (0, 3): (-4, 4), (0, 4): (0, 0), (0, 5): (-6, 6), (0, 6): (-6, 6), (1, 0): (-6, 6), (1, 1): (0, 0), (1, 2): (0, 0), (1, 3): (0, 0), (1, 4): (-7, 7), (1, 5): (-4, 4), (1, 6): (-7, 7), (2, 0): (0, 0), (2, 1): (-5, 5), (2, 2): (-5, 5), (2, 3): (-6, 6), (2, 4): (-6, 6), (2, 5): (0, 0), (2, 6): (-5, 5), (3, 0): (-6, 6), (3, 1): (-4, 4), (3, 2): (-7, 7), (3, 3): (0, 0), (3, 4): (-7, 7), (3, 5): (0, 0), (3, 6): (-7, 7), (4, 0): (-6, 6), (4, 1): (0, 0), (4, 2): (-4, 4), (4, 3): (-7, 7), (4, 4): (0, 0), (4, 5): (-7, 7), (4, 6): (0, 0), (5, 0): (-4, 4), (5, 1): (0, 0), (5, 2): (-5, 5), (5, 3): (-4, 4), (5, 4): (-5, 5), (5, 5): (-6, 6), (5, 6): (0, 0), (6, 0): (0, 0), (6, 1): (0, 0), (6, 2): (0, 0), (6, 3): (-5, 5), (6, 4): (-7, 7), (6, 5): (0, 0), (6, 6): (0, 0)}
16.117|grid_exercise|0|101|0|0|7|4|[(0, 0)]|(0, 0)|(1, 5)|(1, 3)|{(0, 0): (0, 0), (0, 1): (0, 0), (0, 2): (-6, 6), (0, 3): (-4, 4), (0, 4): (0, 0), (0, 5): (-6, 6), (0, 6): (-6, 6), (1, 0): (-6, 6), (1, 1): (0, 0), (1, 2): (0, 0), (1, 3): (0, 0), (1, 4): (-7, 7), (1, 5): (0, 0), (1, 6): (-7, 7), (2, 0): (0, 0), (2, 1): (-5, 5), (2, 2): (-5, 5), (2, 3): (-6, 6), (2, 4): (-6, 6), (2, 5): (0, 0), (2, 6): (-5, 5), (3, 0): (-6, 6), (3, 1): (-4, 4), (3, 2): (-7, 7), (3, 3): (0, 0), (3, 4): (-7, 7), (3, 5): (0, 0), (3, 6): (-7, 7), (4, 0): (-6, 6), (4, 1): (0, 0), (4, 2): (-4, 4), (4, 3): (-7, 7), (4, 4): (0, 0), (4, 5): (-7, 7), (4, 6): (0, 0), (5, 0): (-4, 4), (5, 1): (0, 0), (5, 2): (-5, 5), (5, 3): (-4, 4), (5, 4): (-5, 5), (5, 5): (-6, 6), (5, 6): (0, 0), (6, 0): (0, 0), (6, 1): (0, 0), (6, 2): (0, 0), (6, 3): (-5, 5), (6, 4): (-7, 7), (6, 5): (0, 0), (6, 6): (0, 0)}
19.146|grid_exercise|0|101|1|11|4|4|[(-4, 4), (0, 0), (-7, 7), (-6, 6), (-5, 5)]|(-7, 7)|(1, 3)|(4, 3)|{(0, 0): (0, 0), (0, 1): (0, 0), (0, 2): (-6, 6), (0, 3): (-4, 4), (0, 4): (0, 0), (0, 5): (-6, 6), (0, 6): (-6, 6), (1, 0): (-6, 6), (1, 1): (0, 0), (1, 2): (0, 0), (1, 3): (0, 0), (1, 4): (-7, 7), (1, 5): (0, 0), (1, 6): (-7, 7), (2, 0): (0, 0), (2, 1): (-5, 5), (2, 2): (-5, 5), (2, 3): (-6, 6), (2, 4): (-6, 6), (2, 5): (0, 0), (2, 6): (-5, 5), (3, 0): (-6, 6), (3, 1): (-4, 4), (3, 2): (-7, 7), (3, 3): (0, 0), (3, 4): (-7, 7), (3, 5): (0, 0), (3, 6): (-7, 7), (4, 0): (-6, 6), (4, 1): (0, 0), (4, 2): (-4, 4), (4, 3): (-7, 7), (4, 4): (0, 0), (4, 5): (-7, 7), (4, 6): (0, 0), (5, 0): (-4, 4), (5, 1): (0, 0), (5, 2): (-5, 5), (5, 3): (-4, 4), (5, 4): (-5, 5), (5, 5): (-6, 6), (5, 6): (0, 0), (6, 0): (0, 0), (6, 1): (0, 0), (6, 2): (0, 0), (6, 3): (-5, 5), (6, 4): (-7, 7), (6, 5): (0, 0), (6, 6): (0, 0)}
21.292|grid_exercise|0|101|0|4|4|11|[(-4, 4), (0, 0)]|(-4, 4)|(4, 3)|(4, 2)|{(0, 0): (0, 0), (0, 1): (0, 0), (0, 2): (-6, 6), (0, 3): (-4, 4), (0, 4): (0, 0), (0, 5): (-6, 6), (0, 6): (-6, 6), (1, 0): (-6, 6), (1, 1): (0, 0), (1, 2): (0, 0), (1, 3): (0, 0), (1, 4): (-7, 7), (1, 5): (0, 0), (1, 6): (-7, 7), (2, 0): (0, 0), (2, 1): (-5, 5), (2, 2): (-5, 5), (2, 3): (-6, 6), (2, 4): (-6, 6), (2, 5): (0, 0), (2, 6): (-5, 5), (3, 0): (-6, 6), (3, 1): (-4, 4), (3, 2): (-7, 7), (3, 3): (0, 0), (3, 4): (-7, 7), (3, 5): (0, 0), (3, 6): (-7, 7), (4, 0): (-6, 6), (4, 1): (0, 0), (4, 2): (-4, 4), (4, 3): (0, 0), (4, 4): (0, 0), (4, 5): (-7, 7), (4, 6): (0, 0), (5, 0): (-4, 4), (5, 1): (0, 0), (5, 2): (-5, 5), (5, 3): (-4, 4), (5, 4): (-5, 5), (5, 5): (-6, 6), (5, 6): (0, 0), (6, 0): (0, 0), (6, 1): (0, 0), (6, 2): (0, 0), (6, 3): (-5, 5), (6, 4): (-7, 7), (6, 5): (0, 0), (6, 6): (0, 0)}
24.222|grid_exercise|0|101|1|0|8|11|[(0, 0)]|(0, 0)|(4, 2)|(4, 4)|{(0, 0): (0, 0), (0, 1): (0, 0), (0, 2): (-6, 6), (0, 3): (-4, 4), (0, 4): (0, 0), (0, 5): (-6, 6), (0, 6): (-6, 6), (1, 0): (-6, 6), (1, 1): (0, 0), (1, 2): (0, 0), (1, 3): (0, 0), (1, 4): (-7, 7), (1, 5): (0, 0), (1, 6): (-7, 7), (2, 0): (0, 0), (2, 1): (-5, 5), (2, 2): (-5, 5), (2, 3): (-6, 6), (2, 4): (-6, 6), (2, 5): (0, 0), (2, 6): (-5, 5), (3, 0): (-6, 6), (3, 1): (-4, 4), (3, 2): (-7, 7), (3, 3): (0, 0), (3, 4): (-7, 7), (3, 5): (0, 0), (3, 6): (-7, 7), (4, 0): (-6, 6), (4, 1): (0, 0), (4, 2): (0, 0), (4, 3): (0, 0), (4, 4): (0, 0), (4, 5): (-7, 7), (4, 6): (0, 0), (5, 0): (-4, 4), (5, 1): (0, 0), (5, 2): (-5, 5), (5, 3): (-4, 4), (5, 4): (-5, 5), (5, 5): (-6, 6), (5, 6): (0, 0), (6, 0): (0, 0), (6, 1): (0, 0), (6, 2): (0, 0), (6, 3): (-5, 5), (6, 4): (-7, 7), (6, 5): (0, 0), (6, 6): (0, 0)}
26.604|grid_exercise|0|101|0|11|8|7|[(-7, 7), (-6, 6), (-5, 5), (0, 0)]|(-7, 7)|(4, 4)|(6, 4)|{(0, 0): (0, 0), (0, 1): (0, 0), (0, 2): (-6, 6), (0, 3): (-4, 4), (0, 4): (0, 0), (0, 5): (-6, 6), (0, 6): (-6, 6), (1, 0): (-6, 6), (1, 1): (0, 0), (1, 2): (0, 0), (1, 3): (0, 0), (1, 4): (-7, 7), (1, 5): (0, 0), (1, 6): (-7, 7), (2, 0): (0, 0), (2, 1): (-5, 5), (2, 2): (-5, 5), (2, 3): (-6, 6), (2, 4): (-6, 6), (2, 5): (0, 0), (2, 6): (-5, 5), (3, 0): (-6, 6), (3, 1): (-4, 4), (3, 2): (-7, 7), (3, 3): (0, 0), (3, 4): (-7, 7), (3, 5): (0, 0), (3, 6): (-7, 7), (4, 0): (-6, 6), (4, 1): (0, 0), (4, 2): (0, 0), (4, 3): (0, 0), (4, 4): (0, 0), (4, 5): (-7, 7), (4, 6): (0, 0), (5, 0): (-4, 4), (5, 1): (0, 0), (5, 2): (-5, 5), (5, 3): (-4, 4), (5, 4): (-5, 5), (5, 5): (-6, 6), (5, 6): (0, 0), (6, 0): (0, 0), (6, 1): (0, 0), (6, 2): (0, 0), (6, 3): (-5, 5), (6, 4): (-7, 7), (6, 5): (0, 0), (6, 6): (0, 0)}
29.193|grid_exercise|0|101|1|4|15|7|[(0, 0)]|(0, 0)|(6, 4)|(6, 2)|{(0, 0): (0, 0), (0, 1): (0, 0), (0, 2): (-6, 6), (0, 3): (-4, 4), (0, 4): (0, 0), (0, 5): (-6, 6), (0, 6): (-6, 6), (1, 0): (-6, 6), (1, 1): (0, 0), (1, 2): (0, 0), (1, 3): (0, 0), (1, 4): (-7, 7), (1, 5): (0, 0), (1, 6): (-7, 7), (2, 0): (0, 0), (2, 1): (-5, 5), (2, 2): (-5, 5), (2, 3): (-6, 6), (2, 4): (-6, 6), (2, 5): (0, 0), (2, 6): (-5, 5), (3, 0): (-6, 6), (3, 1): (-4, 4), (3, 2): (-7, 7), (3, 3): (0, 0), (3, 4): (-7, 7), (3, 5): (0, 0), (3, 6): (-7, 7), (4, 0): (-6, 6), (4, 1): (0, 0), (4, 2): (0, 0), (4, 3): (0, 0), (4, 4): (0, 0), (4, 5): (-7, 7), (4, 6): (0, 0), (5, 0): (-4, 4), (5, 1): (0, 0), (5, 2): (-5, 5), (5, 3): (-4, 4), (5, 4): (-5, 5), (5, 5): (-6, 6), (5, 6): (0, 0), (6, 0): (0, 0), (6, 1): (0, 0), (6, 2): (0, 0), (6, 3): (-5, 5), (6, 4): (0, 0), (6, 5): (0, 0), (6, 6): (0, 0)}
31.609|grid_exercise|0|101|0|11|15|2|[(-7, 7), (-6, 6), (-5, 5), (0, 0)]|(-5, 5)|(6, 2)|(5, 2)|{(0, 0): (0, 0), (0, 1): (0, 0), (0, 2): (-6, 6), (0, 3): (-4, 4), (0, 4): (0, 0), (0, 5): (-6, 6), (0, 6): (-6, 6), (1, 0): (-6, 6), (1, 1): (0, 0), (1, 2): (0, 0), (1, 3): (0, 0), (1, 4): (-7, 7), (1, 5): (0, 0), (1, 6): (-7, 7), (2, 0): (0, 0), (2, 1): (-5, 5), (2, 2): (-5, 5), (2, 3): (-6, 6), (2, 4): (-6, 6), (2, 5): (0, 0), (2, 6): (-5, 5), (3, 0): (-6, 6), (3, 1): (-4, 4), (3, 2): (-7, 7), (3, 3): (0, 0), (3, 4): (-7, 7), (3, 5): (0, 0), (3, 6): (-7, 7), (4, 0): (-6, 6), (4, 1): (0, 0), (4, 2): (0, 0), (4, 3): (0, 0), (4, 4): (0, 0), (4, 5): (-7, 7), (4, 6): (0, 0), (5, 0): (-4, 4), (5, 1): (0, 0), (5, 2): (-5, 5), (5, 3): (-4, 4), (5, 4): (-5, 5), (5, 5): (-6, 6), (5, 6): (0, 0), (6, 0): (0, 0), (6, 1): (0, 0), (6, 2): (0, 0), (6, 3): (-5, 5), (6, 4): (0, 0), (6, 5): (0, 0), (6, 6): (0, 0)}
34.828|grid_exercise|0|101|1|6|20|2|[(-4, 4), (-6, 6), (-5, 5), (0, 0)]|(-6, 6)|(5, 2)|(5, 5)|{(0, 0): (0, 0), (0, 1): (0, 0), (0, 2): (-6, 6), (0, 3): (-4, 4), (0, 4): (0, 0), (0, 5): (-6, 6), (0, 6): (-6, 6), (1, 0): (-6, 6), (1, 1): (0, 0), (1, 2): (0, 0), (1, 3): (0, 0), (1, 4): (-7, 7), (1, 5): (0, 0), (1, 6): (-7, 7), (2, 0): (0, 0), (2, 1): (-5, 5), (2, 2): (-5, 5), (2, 3): (-6, 6), (2, 4): (-6, 6), (2, 5): (0, 0), (2, 6): (-5, 5), (3, 0): (-6, 6), (3, 1): (-4, 4), (3, 2): (-7, 7), (3, 3): (0, 0), (3, 4): (-7, 7), (3, 5): (0, 0), (3, 6): (-7, 7), (4, 0): (-6, 6), (4, 1): (0, 0), (4, 2): (0, 0), (4, 3): (0, 0), (4, 4): (0, 0), (4, 5): (-7, 7), (4, 6): (0, 0), (5, 0): (-4, 4), (5, 1): (0, 0), (5, 2): (0, 0), (5, 3): (-4, 4), (5, 4): (-5, 5), (5, 5): (-6, 6), (5, 6): (0, 0), (6, 0): (0, 0), (6, 1): (0, 0), (6, 2): (0, 0), (6, 3): (-5, 5), (6, 4): (0, 0), (6, 5): (0, 0), (6, 6): (0, 0)}
