exp_time|process|stage|trial|role|step|score_0|score_1|choice_set|choice_bonus|initiation|destination|unit_bonus
9.333|grid_exercise_1|0|110|0|11|0|0|[(-5, 5), (0, 0)]|(-5, 5)|(2, 3)|(2, 6)|{(0, 0): (0, 0), (0, 1): (0, 0), (0, 2): (0, 0), (0, 3): (0, 0), (0, 4): (0, 0), (0, 5): (0, 0), (0, 6): (0, 0), (1, 0): (0, 0), (1, 1): (0, 0), (1, 2): (0, 0), (1, 3): (0, 0), (1, 4): (0, 0), (1, 5): (0, 0), (1, 6): (0, 0), (2, 0): (0, 0), (2, 1): (0, 0), (2, 2): (0, 0), (2, 3): (0, 0), (2, 4): (0, 0), (2, 5): (0, 0), (2, 6): (-5, 5), (3, 0): (0, 0), (3, 1): (0, 0), (3, 2): (0, 0), (3, 3): (0, 0), (3, 4): (0, 0), (3, 5): (0, 0), (3, 6): (0, 0), (4, 0): (0, 0), (4, 1): (0, 0), (4, 2): (0, 0), (4, 3): (0, 0), (4, 4): (0, 0), (4, 5): (0, 0), (4, 6): (-7, 7), (5, 0): (0, 0), (5, 1): (0, 0), (5, 2): (0, 0), (5, 3): (0, 0), (5, 4): (0, 0), (5, 5): (0, 0), (5, 6): (-5, 5), (6, 0): (0, 0), (6, 1): (0, 0), (6, 2): (0, 0), (6, 3): (0, 0), (6, 4): (0, 0), (6, 5): (0, 0), (6, 6): (0, 0)}
13.217|grid_exercise_1|0|110|1|6|5|0|[(-5, 5), (0, 0)]|(-5, 5)|(2, 6)|(5, 6)|{(0, 0): (0, 0), (0, 1): (0, 0), (0, 2): (0, 0), (0, 3): (0, 0), (0, 4): (0, 0), (0, 5): (0, 0), (0, 6): (0, 0), (1, 0): (0, 0), (1, 1): (0, 0), (1, 2): (0, 0), (1, 3): (0, 0), (1, 4): (0, 0), (1, 5): (0, 0), (1, 6): (0, 0), (2, 0): (0, 0), (2, 1): (0, 0), (2, 2): (0, 0), (2, 3): (0, 0), (2, 4): (0, 0), (2, 5): (0, 0), (2, 6): (0, 0), (3, 0): (0, 0), (3, 1): (0, 0), (3, 2): (0, 0), (3, 3): (0, 0), (3, 4): (0, 0), (3, 5): (0, 0), (3, 6): (0, 0), (4, 0): (0, 0), (4, 1): (0, 0), (4, 2): (0, 0), (4, 3): (0, 0), (4, 4): (0, 0), (4, 5): (0, 0), (4, 6): (-7, 7), (5, 0): (0, 0), (5, 1): (0, 0), (5, 2): (0, 0), (5, 3): (0, 0), (5, 4): (0, 0), (5, 5): (0, 0), (5, 6): (-5, 5), (6, 0): (0, 0), (6, 1): (0, 0), (6, 2): (0, 0), (6, 3): (0, 0), (6, 4): (0, 0), (6, 5): (0, 0), (6, 6): (0, 0)}
16.729|grid_exercise_1|0|110|0|-1|5|5|END_OF_TRIAL|END_OF_TRIAL|(5, 6)|(-999, -999)|{(0, 0): (0, 0), (0, 1): (0, 0), (0, 2): (0, 0), (0, 3): (0, 0), (0, 4): (0, 0), (0, 5): (0, 0), (0, 6): (0, 0), (1, 0): (0, 0), (1, 1): (0, 0), (1, 2): (0, 0), (1, 3): (0, 0), (1, 4): (0, 0), (1, 5): (0, 0), (1, 6): (0, 0), (2, 0): (0, 0), (2, 1): (0, 0), (2, 2): (0, 0), (2, 3): (0, 0), (2, 4): (0, 0), (2, 5): (0, 0), (2, 6): (0, 0), (3, 0): (0, 0), (3, 1): (0, 0), (3, 2): (0, 0), (3, 3): (0, 0), (3, 4): (0, 0), (3, 5): (0, 0), (3, 6): (0, 0), (4, 0): (0, 0), (4, 1): (0, 0), (4, 2): (0, 0), (4, 3): (0, 0), (4, 4): (0, 0), (4, 5): (0, 0), (4, 6): (-7, 7), (5, 0): (0, 0), (5, 1): (0, 0), (5, 2): (0, 0), (5, 3): (0, 0), (5, 4): (0, 0), (5, 5): (0, 0), (5, 6): (0, 0), (6, 0): (0, 0), (6, 1): (0, 0), (6, 2): (0, 0), (6, 3): (0, 0), (6, 4): (0, 0), (6, 5): (0, 0), (6, 6): (0, 0)}
23.705|grid_exercise_1|0|111|1|11|0|0|[(-6, 6), (0, 0)]|(-6, 6)|(1, 5)|(4, 5)|{(0, 0): (0, 0), (0, 1): (0, 0), (0, 2): (0, 0), (0, 3): (0, 0), (0, 4): (0, 0), (0, 5): (0, 0), (0, 6): (0, 0), (1, 0): (0, 0), (1, 1): (0, 0), (1, 2): (0, 0), (1, 3): (0, 0), (1, 4): (0, 0), (1, 5): (0, 0), (1, 6): (0, 0), (2, 0): (0, 0), (2, 1): (0, 0), (2, 2): (0, 0), (2, 3): (0, 0), (2, 4): (0, 0), (2, 5): (0, 0), (2, 6): (0, 0), (3, 0): (0, 0), (3, 1): (0, 0), (3, 2): (0, 0), (3, 3): (0, 0), (3, 4): (0, 0), (3, 5): (0, 0), (3, 6): (0, 0), (4, 0): (0, 0), (4, 1): (0, 0), (4, 2): (-6, 6), (4, 3): (-7, 7), (4, 4): (0, 0), (4, 5): (-6, 6), (4, 6): (0, 0), (5, 0): (0, 0), (5, 1): (0, 0), (5, 2): (0, 0), (5, 3): (0, 0), (5, 4): (0, 0), (5, 5): (0, 0), (5, 6): (0, 0), (6, 0): (0, 0), (6, 1): (0, 0), (6, 2): (0, 0), (6, 3): (0, 0), (6, 4): (0, 0), (6, 5): (0, 0), (6, 6): (0, 0)}
31.741|grid_exercise_1|0|111|0|5|0|6|[(0, 0)]|(0, 0)|(4, 5)|(4, 4)|{(0, 0): (0, 0), (0, 1): (0, 0), (0, 2): (0, 0), (0, 3): (0, 0), (0, 4): (0, 0), (0, 5): (0, 0), (0, 6): (0, 0), (1, 0): (0, 0), (1, 1): (0, 0), (1, 2): (0, 0), (1, 3): (0, 0), (1, 4): (0, 0), (1, 5): (0, 0), (1, 6): (0, 0), (2, 0): (0, 0), (2, 1): (0, 0), (2, 2): (0, 0), (2, 3): (0, 0), (2, 4): (0, 0), (2, 5): (0, 0), (2, 6): (0, 0), (3, 0): (0, 0), (3, 1): (0, 0), (3, 2): (0, 0), (3, 3): (0, 0), (3, 4): (0, 0), (3, 5): (0, 0), (3, 6): (0, 0), (4, 0): (0, 0), (4, 1): (0, 0), (4, 2): (-6, 6), (4, 3): (-7, 7), (4, 4): (0, 0), (4, 5): (0, 0), (4, 6): (0, 0), (5, 0): (0, 0), (5, 1): (0, 0), (5, 2): (0, 0), (5, 3): (0, 0), (5, 4): (0, 0), (5, 5): (0, 0), (5, 6): (0, 0), (6, 0): (0, 0), (6, 1): (0, 0), (6, 2): (0, 0), (6, 3): (0, 0), (6, 4): (0, 0), (6, 5): (0, 0), (6, 6): (0, 0)}
34.406|grid_exercise_1|0|111|1|11|-3|6|[(-7, 7), (-6, 6), (0, 0)]|(-6, 6)|(4, 4)|(4, 2)|{(0, 0): (0, 0), (0, 1): (0, 0), (0, 2): (0, 0), (0, 3): (0, 0), (0, 4): (0, 0), (0, 5): (0, 0), (0, 6): (0, 0), (1, 0): (0, 0), (1, 1): (0, 0), (1, 2): (0, 0), (1, 3): (0, 0), (1, 4): (0, 0), (1, 5): (0, 0), (1, 6): (0, 0), (2, 0): (0, 0), (2, 1): (0, 0), (2, 2): (0, 0), (2, 3): (0, 0), (2, 4): (0, 0), (2, 5): (0, 0), (2, 6): (0, 0), (3, 0): (0, 0), (3, 1): (0, 0), (3, 2): (0, 0), (3, 3): (0, 0), (3, 4): (0, 0), (3, 5): (0, 0), (3, 6): (0, 0), (4, 0): (0, 0), (4, 1): (0, 0), (4, 2): (-6, 6), (4, 3): (-7, 7), (4, 4): (0, 0), (4, 5): (0, 0), (4, 6): (0, 0), (5, 0): (0, 0), (5, 1): (0, 0), (5, 2): (0, 0), (5, 3): (0, 0), (5, 4): (0, 0), (5, 5): (0, 0), (5, 6): (0, 0), (6, 0): (0, 0), (6, 1): (0, 0), (6, 2): (0, 0), (6, 3): (0, 0), (6, 4): (0, 0), (6, 5): (0, 0), (6, 6): (0, 0)}
37.215|grid_exercise_1|0|111|0|-1|-3|12|END_OF_TRIAL|END_OF_TRIAL|(4, 2)|(-999, -999)|{(0, 0): (0, 0), (0, 1): (0, 0), (0, 2): (0, 0), (0, 3): (0, 0), (0, 4): (0, 0), (0, 5): (0, 0), (0, 6): (0, 0), (1, 0): (0, 0), (1, 1): (0, 0), (1, 2): (0, 0), (1, 3): (0, 0), (1, 4): (0, 0), (1, 5): (0, 0), (1, 6): (0, 0), (2, 0): (0, 0), (2, 1): (0, 0), (2, 2): (0, 0), (2, 3): (0, 0), (2, 4): (0, 0), (2, 5): (0, 0), (2, 6): (0, 0), (3, 0): (0, 0), (3, 1): (0, 0), (3, 2): (0, 0), (3, 3): (0, 0), (3, 4): (0, 0), (3, 5): (0, 0), (3, 6): (0, 0), (4, 0): (0, 0), (4, 1): (0, 0), (4, 2): (0, 0), (4, 3): (-7, 7), (4, 4): (0, 0), (4, 5): (0, 0), (4, 6): (0, 0), (5, 0): (0, 0), (5, 1): (0, 0), (5, 2): (0, 0), (5, 3): (0, 0), (5, 4): (0, 0), (5, 5): (0, 0), (5, 6): (0, 0), (6, 0): (0, 0), (6, 1): (0, 0), (6, 2): (0, 0), (6, 3): (0, 0), (6, 4): (0, 0), (6, 5): (0, 0), (6, 6): (0, 0)}
56.601|grid_exercise_2|0|120|0|2|0|0|[(0, 0)]|(0, 0)|(3, 3)|(0, 3)|{(0, 0): (-4, 4), (0, 1): (0, 0), (0, 2): (0, 0), (0, 3): (0, 0), (0, 4): (0, 0), (0, 5): (-7, 7), (0, 6): (0, 0), (1, 0): (0, 0), (1, 1): (0, 0), (1, 2): (0, 0), (1, 3): (0, 0), (1, 4): (0, 0), (1, 5): (0, 0), (1, 6): (0, 0), (2, 0): (0, 0), (2, 1): (0, 0), (2, 2): (0, 0), (2, 3): (0, 0), (2, 4): (0, 0), (2, 5): (0, 0), (2, 6): (0, 0), (3, 0): (0, 0), (3, 1): (0, 0), (3, 2): (0, 0), (3, 3): (0, 0), (3, 4): (0, 0), (3, 5): (0, 0), (3, 6): (0, 0), (4, 0): (0, 0), (4, 1): (0, 0), (4, 2): (0, 0), (4, 3): (0, 0), (4, 4): (0, 0), (4, 5): (0, 0), (4, 6): (0, 0), (5, 0): (-7, 7), (5, 1): (0, 0), (5, 2): (0, 0), (5, 3): (0, 0), (5, 4): (0, 0), (5, 5): (-4, 4), (5, 6): (0, 0), (6, 0): (0, 0), (6, 1): (0, 0), (6, 2): (0, 0), (6, 3): (0, 0), (6, 4): (0, 0), (6, 5): (0, 0), (6, 6): (0, 0)}
59.515|grid_exercise_2|0|120|1|11|-3|0|[(-4, 4), (-7, 7), (0, 0)]|(-7, 7)|(0, 3)|(0, 5)|{(0, 0): (-4, 4), (0, 1): (0, 0), (0, 2): (0, 0), (0, 3): (0, 0), (0, 4): (0, 0), (0, 5): (-7, 7), (0, 6): (0, 0), (1, 0): (0, 0), (1, 1): (0, 0), (1, 2): (0, 0), (1, 3): (0, 0), (1, 4): (0, 0), (1, 5): (0, 0), (1, 6): (0, 0), (2, 0): (0, 0), (2, 1): (0, 0), (2, 2): (0, 0), (2, 3): (0, 0), (2, 4): (0, 0), (2, 5): (0, 0), (2, 6): (0, 0), (3, 0): (0, 0), (3, 1): (0, 0), (3, 2): (0, 0), (3, 3): (0, 0), (3, 4): (0, 0), (3, 5): (0, 0), (3, 6): (0, 0), (4, 0): (0, 0), (4, 1): (0, 0), (4, 2): (0, 0), (4, 3): (0, 0), (4, 4): (0, 0), (4, 5): (0, 0), (4, 6): (0, 0), (5, 0): (-7, 7), (5, 1): (0, 0), (5, 2): (0, 0), (5, 3): (0, 0), (5, 4): (0, 0), (5, 5): (-4, 4), (5, 6): (0, 0), (6, 0): (0, 0), (6, 1): (0, 0), (6, 2): (0, 0), (6, 3): (0, 0), (6, 4): (0, 0), (6, 5): (0, 0), (6, 6): (0, 0)}
63.975|grid_exercise_2|0|120|0|4|-3|7|[(-4, 4), (0, 0)]|(-4, 4)|(0, 5)|(0, 0)|{(0, 0): (-4, 4), (0, 1): (0, 0), (0, 2): (0, 0), (0, 3): (0, 0), (0, 4): (0, 0), (0, 5): (0, 0), (0, 6): (0, 0), (1, 0): (0, 0), (1, 1): (0, 0), (1, 2): (0, 0), (1, 3): (0, 0), (1, 4): (0, 0), (1, 5): (0, 0), (1, 6): (0, 0), (2, 0): (0, 0), (2, 1): (0, 0), (2, 2): (0, 0), (2, 3): (0, 0), (2, 4): (0, 0), (2, 5): (0, 0), (2, 6): (0, 0), (3, 0): (0, 0), (3, 1): (0, 0), (3, 2): (0, 0), (3, 3): (0, 0), (3, 4): (0, 0), (3, 5): (0, 0), (3, 6): (0, 0), (4, 0): (0, 0), (4, 1): (0, 0), (4, 2): (0, 0), (4, 3): (0, 0), (4, 4): (0, 0), (4, 5): (0, 0), (4, 6): (0, 0), (5, 0): (-7, 7), (5, 1): (0, 0), (5, 2): (0, 0), (5, 3): (0, 0), (5, 4): (0, 0), (5, 5): (-4, 4), (5, 6): (0, 0), (6, 0): (0, 0), (6, 1): (0, 0), (6, 2): (0, 0), (6, 3): (0, 0), (6, 4): (0, 0), (6, 5): (0, 0), (6, 6): (0, 0)}
