exp_time|process|stage|trial|role|step|score_0|score_1|choice_set|choice_bonus|initiation|destination|unit_bonus
64.064|grid_exercise_2|0|121|1|2|0|0|[(0, 0)]|(0, 0)|(3, 3)|(3, 6)|{(0, 0): (0, 0), (0, 1): (0, 0), (0, 2): (0, 0), (0, 3): (0, 0), (0, 4): (0, 0), (0, 5): (0, 0), (0, 6): (0, 0), (1, 0): (0, 0), (1, 1): (0, 0), (1, 2): (0, 0), (1, 3): (0, 0), (1, 4): (0, 0), (1, 5): (0, 0), (1, 6): (0, 0), (2, 0): (0, 0), (2, 1): (0, 0), (2, 2): (0, 0), (2, 3): (0, 0), (2, 4): (0, 0), (2, 5): (0, 0), (2, 6): (-4, 4), (3, 0): (0, 0), (3, 1): (0, 0), (3, 2): (0, 0), (3, 3): (0, 0), (3, 4): (0, 0), (3, 5): (0, 0), (3, 6): (0, 0), (4, 0): (0, 0), (4, 1): (0, 0), (4, 2): (0, 0), (4, 3): (0, 0), (4, 4): (0, 0), (4, 5): (0, 0), (4, 6): (-4, 4), (5, 0): (0, 0), (5, 1): (0, 0), (5, 2): (0, 0), (5, 3): (0, 0), (5, 4): (0, 0), (5, 5): (0, 0), (5, 6): (0, 0), (6, 0): (0, 0), (6, 1): (0, 0), (6, 2): (0, 0), (6, 3): (0, 0), (6, 4): (0, 0), (6, 5): (0, 0), (6, 6): (0, 0)}
66.306|grid_exercise_2|0|121|0|11|0|-3|[(-4, 4), (0, 0)]|(-4, 4)|(3, 6)|(2, 6)|{(0, 0): (0, 0), (0, 1): (0, 0), (0, 2): (0, 0), (0, 3): (0, 0), (0, 4): (0, 0), (0, 5): (0, 0), (0, 6): (0, 0), (1, 0): (0, 0), (1, 1): (0, 0), (1, 2): (0, 0), (1, 3): (0, 0), (1, 4): (0, 0), (1, 5): (0, 0), (1, 6): (0, 0), (2, 0): (0, 0), (2, 1): (0, 0), (2, 2): (0, 0), (2, 3): (0, 0), (2, 4): (0, 0), (2, 5): (0, 0), (2, 6): (-4, 4), (3, 0): (0, 0), (3, 1): (0, 0), (3, 2): (0, 0), (3, 3): (0, 0), (3, 4): (0, 0), (3, 5): (0, 0), (3, 6): (0, 0), (4, 0): (0, 0), (4, 1): (0, 0), (4, 2): (0, 0), (4, 3): (0, 0), (4, 4): (0, 0), (4, 5): (0, 0), (4, 6): (-4, 4), (5, 0): (0, 0), (5, 1): (0, 0), (5, 2): (0, 0), (5, 3): (0, 0), (5, 4): (0, 0), (5, 5): (0, 0), (5, 6): (0, 0), (6, 0): (0, 0), (6, 1): (0, 0), (6, 2): (0, 0), (6, 3): (0, 0), (6, 4): (0, 0), (6, 5): (0, 0), (6, 6): (0, 0)}
68.954|grid_exercise_2|0|121|1|7|4|-3|[(-4, 4), (0, 0)]|(-4, 4)|(2, 6)|(4, 6)|{(0, 0): (0, 0), (0, 1): (0, 0), (0, 2): (0, 0), (0, 3): (0, 0), (0, 4): (0, 0), (0, 5): (0, 0), (0, 6): (0, 0), (1, 0): (0, 0), (1, 1): (0, 0), (1, 2): (0, 0), (1, 3): (0, 0), (1, 4): (0, 0), (1, 5): (0, 0), (1, 6): (0, 0), (2, 0): (0, 0), (2, 1): (0, 0), (2, 2): (0, 0), (2, 3): (0, 0), (2, 4): (0, 0), (2, 5): (0, 0), (2, 6): (0, 0), (3, 0): (0, 0), (3, 1): (0, 0), (3, 2): (0, 0), (3, 3): (0, 0), (3, 4): (0, 0), (3, 5): (0, 0), (3, 6): (0, 0), (4, 0): (0, 0), (4, 1): (0, 0), (4, 2): (0, 0), (4, 3): (0, 0), (4, 4): (0, 0), (4, 5): (0, 0), (4, 6): (-4, 4), (5, 0): (0, 0), (5, 1): (0, 0), (5, 2): (0, 0), (5, 3): (0, 0), (5, 4): (0, 0), (5, 5): (0, 0), (5, 6): (0, 0), (6, 0): (0, 0), (6, 1): (0, 0), (6, 2): (0, 0), (6, 3): (0, 0), (6, 4): (0, 0), (6, 5): (0, 0), (6, 6): (0, 0)}
71.404|grid_exercise_2|0|121|0|-1|4|1|END_OF_TRIAL|END_OF_TRIAL|(4, 6)|(-999, -999)|{(0, 0): (0, 0), (0, 1): (0, 0), (0, 2): (0, 0), (0, 3): (0, 0), (0, 4): (0, 0), (0, 5): (0, 0), (0, 6): (0, 0), (1, 0): (0, 0), (1, 1): (0, 0), (1, 2): (0, 0), (1, 3): (0, 0), (1, 4): (0, 0), (1, 5): (0, 0), (1, 6): (0, 0), (2, 0): (0, 0), (2, 1): (0, 0), (2, 2): (0, 0), (2, 3): (0, 0), (2, 4): (0, 0), (2, 5): (0, 0), (2, 6): (0, 0), (3, 0): (0, 0), (3, 1): (0, 0), (3, 2): (0, 0), (3, 3): (0, 0), (3, 4): (0, 0), (3, 5): (0, 0), (3, 6): (0, 0), (4, 0): (0, 0), (4, 1): (0, 0), (4, 2): (0, 0), (4, 3): (0, 0), (4, 4): (0, 0), (4, 5): (0, 0), (4, 6): (0, 0), (5, 0): (0, 0), (5, 1): (0, 0), (5, 2): (0, 0), (5, 3): (0, 0), (5, 4): (0, 0), (5, 5): (0, 0), (5, 6): (0, 0), (6, 0): (0, 0), (6, 1): (0, 0), (6, 2): (0, 0), (6, 3): (0, 0), (6, 4): (0, 0), (6, 5): (0, 0), (6, 6): (0, 0)}
80.107|grid_exercise_3|0|130|0|11|0|0|[(-4, 4), (-6, 6), (-5, 5), (0, 0)]|(-5, 5)|(3, 3)|(3, 2)|{(0, 0): (-7, 7), (0, 1): (-5, 5), (0, 2): (0, 0), (0, 3): (0, 0), (0, 4): (0, 0), (0, 5): (0, 0), (0, 6): (0, 0), (1, 0): (-6, 6), (1, 1): (0, 0), (1, 2): (0, 0), (1, 3): (0, 0), (1, 4): (0, 0), (1, 5): (0, 0), (1, 6): (-7, 7), (2, 0): (-6, 6), (2, 1): (-5, 5), (2, 2): (-6, 6), (2, 3): (-4, 4), (2, 4): (0, 0), (2, 5): (-7, 7), (2, 6): (0, 0), (3, 0): (0, 0), (3, 1): (-5, 5), (3, 2): (-5, 5), (3, 3): (0, 0), (3, 4): (0, 0), (3, 5): (0, 0), (3, 6): (-6, 6), (4, 0): (-4, 4), (4, 1): (-4, 4), (4, 2): (0, 0), (4, 3): (0, 0), (4, 4): (0, 0), (4, 5): (-5, 5), (4, 6): (-4, 4), (5, 0): (0, 0), (5, 1): (-6, 6), (5, 2): (0, 0), (5, 3): (0, 0), (5, 4): (-7, 7), (5, 5): (0, 0), (5, 6): (0, 0), (6, 0): (-4, 4), (6, 1): (-4, 4), (6, 2): (-5, 5), (6, 3): (0, 0), (6, 4): (-6, 6), (6, 5): (-7, 7), (6, 6): (-7, 7)}
82.792|grid_exercise_3|0|130|1|6|5|0|[(-6, 6), (-5, 5), (0, 0)]|(-6, 6)|(3, 2)|(2, 2)|{(0, 0): (-7, 7), (0, 1): (-5, 5), (0, 2): (0, 0), (0, 3): (0, 0), (0, 4): (0, 0), (0, 5): (0, 0), (0, 6): (0, 0), (1, 0): (-6, 6), (1, 1): (0, 0), (1, 2): (0, 0), (1, 3): (0, 0), (1, 4): (0, 0), (1, 5): (0, 0), (1, 6): (-7, 7), (2, 0): (-6, 6), (2, 1): (-5, 5), (2, 2): (-6, 6), (2, 3): (-4, 4), (2, 4): (0, 0), (2, 5): (-7, 7), (2, 6): (0, 0), (3, 0): (0, 0), (3, 1): (-5, 5), (3, 2): (0, 0), (3, 3): (0, 0), (3, 4): (0, 0), (3, 5): (0, 0), (3, 6): (-6, 6), (4, 0): (-4, 4), (4, 1): (-4, 4), (4, 2): (0, 0), (4, 3): (0, 0), (4, 4): (0, 0), (4, 5): (-5, 5), (4, 6): (-4, 4), (5, 0): (0, 0), (5, 1): (-6, 6), (5, 2): (0, 0), (5, 3): (0, 0), (5, 4): (-7, 7), (5, 5): (0, 0), (5, 6): (0, 0), (6, 0): (-4, 4), (6, 1): (-4, 4), (6, 2): (-5, 5), (6, 3): (0, 0), (6, 4): (-6, 6), (6, 5): (-7, 7), (6, 6): (-7, 7)}
86.713|grid_exercise_3|0|130|0|0|5|6|[(0, 0)]|(0, 0)|(2, 2)|(2, 4)|{(0, 0): (-7, 7), (0, 1): (-5, 5), (0, 2): (0, 0), (0, 3): (0, 0), (0, 4): (0, 0), (0, 5): (0, 0), (0, 6): (0, 0), (1, 0): (-6, 6), (1, 1): (0, 0), (1, 2): (0, 0), (1, 3): (0, 0), (1, 4): (0, 0), (1, 5): (0, 0), (1, 6): (-7, 7), (2, 0): (-6, 6), (2, 1): (-5, 5), (2, 2): (0, 0), (2, 3): (-4, 4), (2, 4): (0, 0), (2, 5): (-7, 7), (2, 6): (0, 0), (3, 0): (0, 0), (3, 1): (-5, 5), (3, 2): (0, 0), (3, 3): (0, 0), (3, 4): (0, 0), (3, 5): (0, 0), (3, 6): (-6, 6), (4, 0): (-4, 4), (4, 1): (-4, 4), (4, 2): (0, 0), (4, 3): (0, 0), (4, 4): (0, 0), (4, 5): (-5, 5), (4, 6): (-4, 4), (5, 0): (0, 0), (5, 1): (-6, 6), (5, 2): (0, 0), (5, 3): (0, 0), (5, 4): (-7, 7), (5, 5): (0, 0), (5, 6): (0, 0), (6, 0): (-4, 4), (6, 1): (-4, 4), (6, 2): (-5, 5), (6, 3): (0, 0), (6, 4): (-6, 6), (6, 5): (-7, 7), (6, 6): (-7, 7)}
91.887|grid_exercise_3|0|130|1|11|2|6|[(-4, 4), (0, 0), (-7, 7), (-6, 6), (-5, 5)]|(-7, 7)|(2, 4)|(5, 4)|{(0, 0): (-7, 7), (0, 1): (-5, 5), (0, 2): (0, 0), (0, 3): (0, 0), (0, 4): (0, 0), (0, 5): (0, 0), (0, 6): (0, 0), (1, 0): (-6, 6), (1, 1): (0, 0), (1, 2): (0, 0), (1, 3): (0, 0), (1, 4): (0, 0), (1, 5): (0, 0), (1, 6): (-7, 7), (2, 0): (-6, 6), (2, 1): (-5, 5), (2, 2): (0, 0), (2, 3): (-4, 4), (2, 4): (0, 0), (2, 5): (-7, 7), (2, 6): (0, 0), (3, 0): (0, 0), (3, 1): (-5, 5), (3, 2): (0, 0), (3, 3): (0, 0), (3, 4): (0, 0), (3, 5): (0, 0), (3, 6): (-6, 6), (4, 0): (-4, 4), (4, 1): (-4, 4), (4, 2): (0, 0), (4, 3): (0, 0), (4, 4): (0, 0), (4, 5): (-5, 5), (4, 6): (-4, 4), (5, 0): (0, 0), (5, 1): (-6, 6), (5, 2): (0, 0), (5, 3): (0, 0), (5, 4): (-7, 7), (5, 5): (0, 0), (5, 6): (0, 0), (6, 0): (-4, 4), (6, 1): (-4, 4), (6, 2): (-5, 5), (6, 3): (0, 0), (6, 4): (-6, 6), (6, 5): (-7, 7), (6, 6): (-7, 7)}
98.198|grid_exercise_3|0|130|0|4|2|13|[(0, 0)]|(0, 0)|(5, 4)|(4, 4)|{(0, 0): (-7, 7), (0, 1): (-5, 5), (0, 2): (0, 0), (0, 3): (0, 0), (0, 4): (0, 0), (0, 5): (0, 0), (0, 6): (0, 0), (1, 0): (-6, 6), (1, 1): (0, 0), (1, 2): (0, 0), (1, 3): (0, 0), (1, 4): (0, 0), (1, 5): (0, 0), (1, 6): (-7, 7), (2, 0): (-6, 6), (2, 1): (-5, 5), (2, 2): (0, 0), (2, 3): (-4, 4), (2, 4): (0, 0), (2, 5): (-7, 7), (2, 6): (0, 0), (3, 0): (0, 0), (3, 1): (-5, 5), (3, 2): (0, 0), (3, 3): (0, 0), (3, 4): (0, 0), (3, 5): (0, 0), (3, 6): (-6, 6), (4, 0): (-4, 4), (4, 1): (-4, 4), (4, 2): (0, 0), (4, 3): (0, 0), (4, 4): (0, 0), (4, 5): (-5, 5), (4, 6): (-4, 4), (5, 0): (0, 0), (5, 1): (-6, 6), (5, 2): (0, 0), (5, 3): (0, 0), (5, 4): (0, 0), (5, 5): (0, 0), (5, 6): (0, 0), (6, 0): (-4, 4), (6, 1): (-4, 4), (6, 2): (-5, 5), (6, 3): (0, 0), (6, 4): (-6, 6), (6, 5): (-7, 7), (6, 6): (-7, 7)}
100.914|grid_exercise_3|0|130|1|11|-2|13|[(-4, 4), (-6, 6), (-5, 5), (0, 0)]|(-6, 6)|(4, 4)|(6, 4)|{(0, 0): (-7, 7), (0, 1): (-5, 5), (0, 2): (0, 0), (0, 3): (0, 0), (0, 4): (0, 0), (0, 5): (0, 0), (0, 6): (0, 0), (1, 0): (-6, 6), (1, 1): (0, 0), (1, 2): (0, 0), (1, 3): (0, 0), (1, 4): (0, 0), (1, 5): (0, 0), (1, 6): (-7, 7), (2, 0): (-6, 6), (2, 1): (-5, 5), (2, 2): (0, 0), (2, 3): (-4, 4), (2, 4): (0, 0), (2, 5): (-7, 7), (2, 6): (0, 0), (3, 0): (0, 0), (3, 1): (-5, 5), (3, 2): (0, 0), (3, 3): (0, 0), (3, 4): (0, 0), (3, 5): (0, 0), (3, 6): (-6, 6), (4, 0): (-4, 4), (4, 1): (-4, 4), (4, 2): (0, 0), (4, 3): (0, 0), (4, 4): (0, 0), (4, 5): (-5, 5), (4, 6): (-4, 4), (5, 0): (0, 0), (5, 1): (-6, 6), (5, 2): (0, 0), (5, 3): (0, 0), (5, 4): (0, 0), (5, 5): (0, 0), (5, 6): (0, 0), (6, 0): (-4, 4), (6, 1): (-4, 4), (6, 2): (-5, 5), (6, 3): (0, 0), (6, 4): (-6, 6), (6, 5): (-7, 7), (6, 6): (-7, 7)}
