exp_time|process|stage|trial|role|step|score_0|score_1|choice_set|choice_bonus|initiation|destination|unit_bonus
18.994|grid_exercise|0|0|0|11|0|0|[(-4, 4), (0, 0), (-7, 7), (-6, 6), (-5, 5)]|(-6, 6)|(3, 3)|(3, 2)|{(0, 0): (0, 0), (0, 1): (0, 0), (0, 2): (-4, 4), (0, 3): (-7, 7), (0, 4): (-7, 7), (0, 5): (-7, 7), (0, 6): (0, 0), (1, 0): (-6, 6), (1, 1): (0, 0), (1, 2): (-6, 6), (1, 3): (0, 0), (1, 4): (0, 0), (1, 5): (-7, 7), (1, 6): (-7, 7), (2, 0): (-5, 5), (2, 1): (0, 0), (2, 2): (-4, 4), (2, 3): (0, 0), (2, 4): (0, 0), (2, 5): (0, 0), (2, 6): (-6, 6), (3, 0): (-5, 5), (3, 1): (-6, 6), (3, 2): (-6, 6), (3, 3): (0, 0), (3, 4): (-4, 4), (3, 5): (-5, 5), (3, 6): (-4, 4), (4, 0): (-7, 7), (4, 1): (0, 0), (4, 2): (-5, 5), (4, 3): (0, 0), (4, 4): (-4, 4), (4, 5): (-4, 4), (4, 6): (0, 0), (5, 0): (-7, 7), (5, 1): (-6, 6), (5, 2): (-5, 5), (5, 3): (0, 0), (5, 4): (0, 0), (5, 5): (-7, 7), (5, 6): (0, 0), (6, 0): (0, 0), (6, 1): (-7, 7), (6, 2): (-5, 5), (6, 3): (-6, 6), (6, 4): (0, 0), (6, 5): (-6, 6), (6, 6): (-6, 6)}
21.402|grid_exercise|0|0|1|5|6|0|[(-4, 4), (-5, 5), (0, 0)]|(-5, 5)|(3, 2)|(4, 2)|{(0, 0): (0, 0), (0, 1): (0, 0), (0, 2): (-4, 4), (0, 3): (-7, 7), (0, 4): (-7, 7), (0, 5): (-7, 7), (0, 6): (0, 0), (1, 0): (-6, 6), (1, 1): (0, 0), (1, 2): (-6, 6), (1, 3): (0, 0), (1, 4): (0, 0), (1, 5): (-7, 7), (1, 6): (-7, 7), (2, 0): (-5, 5), (2, 1): (0, 0), (2, 2): (-4, 4), (2, 3): (0, 0), (2, 4): (0, 0), (2, 5): (0, 0), (2, 6): (-6, 6), (3, 0): (-5, 5), (3, 1): (-6, 6), (3, 2): (0, 0), (3, 3): (0, 0), (3, 4): (-4, 4), (3, 5): (-5, 5), (3, 6): (-4, 4), (4, 0): (-7, 7), (4, 1): (0, 0), (4, 2): (-5, 5), (4, 3): (0, 0), (4, 4): (-4, 4), (4, 5): (-4, 4), (4, 6): (0, 0), (5, 0): (-7, 7), (5, 1): (-6, 6), (5, 2): (-5, 5), (5, 3): (0, 0), (5, 4): (0, 0), (5, 5): (-7, 7), (5, 6): (0, 0), (6, 0): (0, 0), (6, 1): (-7, 7), (6, 2): (-5, 5), (6, 3): (-6, 6), (6, 4): (0, 0), (6, 5): (-6, 6), (6, 6): (-6, 6)}
25.359|grid_exercise|0|0|0|0|6|5|[(0, 0)]|(0, 0)|(4, 2)|(4, 3)|{(0, 0): (0, 0), (0, 1): (0, 0), (0, 2): (-4, 4), (0, 3): (-7, 7), (0, 4): (-7, 7), (0, 5): (-7, 7), (0, 6): (0, 0), (1, 0): (-6, 6), (1, 1): (0, 0), (1, 2): (-6, 6), (1, 3): (0, 0), (1, 4): (0, 0), (1, 5): (-7, 7), (1, 6): (-7, 7), (2, 0): (-5, 5), (2, 1): (0, 0), (2, 2): (-4, 4), (2, 3): (0, 0), (2, 4): (0, 0), (2, 5): (0, 0), (2, 6): (-6, 6), (3, 0): (-5, 5), (3, 1): (-6, 6), (3, 2): (0, 0), (3, 3): (0, 0), (3, 4): (-4, 4), (3, 5): (-5, 5), (3, 6): (-4, 4), (4, 0): (-7, 7), (4, 1): (0, 0), (4, 2): (0, 0), (4, 3): (0, 0), (4, 4): (-4, 4), (4, 5): (-4, 4), (4, 6): (0, 0), (5, 0): (-7, 7), (5, 1): (-6, 6), (5, 2): (-5, 5), (5, 3): (0, 0), (5, 4): (0, 0), (5, 5): (-7, 7), (5, 6): (0, 0), (6, 0): (0, 0), (6, 1): (-7, 7), (6, 2): (-5, 5), (6, 3): (-6, 6), (6, 4): (0, 0), (6, 5): (-6, 6), (6, 6): (-6, 6)}
27.902|grid_exercise|0|0|1|11|3|5|[(-4, 4), (-7, 7), (-6, 6), (0, 0)]|(-4, 4)|(4, 3)|(4, 4)|{(0, 0): (0, 0), (0, 1): (0, 0), (0, 2): (-4, 4), (0, 3): (-7, 7), (0, 4): (-7, 7), (0, 5): (-7, 7), (0, 6): (0, 0), (1, 0): (-6, 6), (1, 1): (0, 0), (1, 2): (-6, 6), (1, 3): (0, 0), (1, 4): (0, 0), (1, 5): (-7, 7), (1, 6): (-7, 7), (2, 0): (-5, 5), (2, 1): (0, 0), (2, 2): (-4, 4), (2, 3): (0, 0), (2, 4): (0, 0), (2, 5): (0, 0), (2, 6): (-6, 6), (3, 0): (-5, 5), (3, 1): (-6, 6), (3, 2): (0, 0), (3, 3): (0, 0), (3, 4): (-4, 4), (3, 5): (-5, 5), (3, 6): (-4, 4), (4, 0): (-7, 7), (4, 1): (0, 0), (4, 2): (0, 0), (4, 3): (0, 0), (4, 4): (-4, 4), (4, 5): (-4, 4), (4, 6): (0, 0), (5, 0): (-7, 7), (5, 1): (-6, 6), (5, 2): (-5, 5), (5, 3): (0, 0), (5, 4): (0, 0), (5, 5): (-7, 7), (5, 6): (0, 0), (6, 0): (0, 0), (6, 1): (-7, 7), (6, 2): (-5, 5), (6, 3): (-6, 6), (6, 4): (0, 0), (6, 5): (-6, 6), (6, 6): (-6, 6)}
31.882|grid_exercise|0|0|0|7|3|9|[(-4, 4), (-7, 7), (0, 0)]|(-7, 7)|(4, 4)|(0, 4)|{(0, 0): (0, 0), (0, 1): (0, 0), (0, 2): (-4, 4), (0, 3): (-7, 7), (0, 4): (-7, 7), (0, 5): (-7, 7), (0, 6): (0, 0), (1, 0): (-6, 6), (1, 1): (0, 0), (1, 2): (-6, 6), (1, 3): (0, 0), (1, 4): (0, 0), (1, 5): (-7, 7), (1, 6): (-7, 7), (2, 0): (-5, 5), (2, 1): (0, 0), (2, 2): (-4, 4), (2, 3): (0, 0), (2, 4): (0, 0), (2, 5): (0, 0), (2, 6): (-6, 6), (3, 0): (-5, 5), (3, 1): (-6, 6), (3, 2): (0, 0), (3, 3): (0, 0), (3, 4): (-4, 4), (3, 5): (-5, 5), (3, 6): (-4, 4), (4, 0): (-7, 7), (4, 1): (0, 0), (4, 2): (0, 0), (4, 3): (0, 0), (4, 4): (0, 0), (4, 5): (-4, 4), (4, 6): (0, 0), (5, 0): (-7, 7), (5, 1): (-6, 6), (5, 2): (-5, 5), (5, 3): (0, 0), (5, 4): (0, 0), (5, 5): (-7, 7), (5, 6): (0, 0), (6, 0): (0, 0), (6, 1): (-7, 7), (6, 2): (-5, 5), (6, 3): (-6, 6), (6, 4): (0, 0), (6, 5): (-6, 6), (6, 6): (-6, 6)}
36.521|grid_exercise|0|0|1|0|10|9|[(0, 0)]|(0, 0)|(0, 4)|(0, 6)|{(0, 0): (0, 0), (0, 1): (0, 0), (0, 2): (-4, 4), (0, 3): (-7, 7), (0, 4): (0, 0), (0, 5): (-7, 7), (0, 6): (0, 0), (1, 0): (-6, 6), (1, 1): (0, 0), (1, 2): (-6, 6), (1, 3): (0, 0), (1, 4): (0, 0), (1, 5): (-7, 7), (1, 6): (-7, 7), (2, 0): (-5, 5), (2, 1): (0, 0), (2, 2): (-4, 4), (2, 3): (0, 0), (2, 4): (0, 0), (2, 5): (0, 0), (2, 6): (-6, 6), (3, 0): (-5, 5), (3, 1): (-6, 6), (3, 2): (0, 0), (3, 3): (0, 0), (3, 4): (-4, 4), (3, 5): (-5, 5), (3, 6): (-4, 4), (4, 0): (-7, 7), (4, 1): (0, 0), (4, 2): (0, 0), (4, 3): (0, 0), (4, 4): (0, 0), (4, 5): (-4, 4), (4, 6): (0, 0), (5, 0): (-7, 7), (5, 1): (-6, 6), (5, 2): (-5, 5), (5, 3): (0, 0), (5, 4): (0, 0), (5, 5): (-7, 7), (5, 6): (0, 0), (6, 0): (0, 0), (6, 1): (-7, 7), (6, 2): (-5, 5), (6, 3): (-6, 6), (6, 4): (0, 0), (6, 5): (-6, 6), (6, 6): (-6, 6)}
38.938|grid_exercise|0|0|0|11|10|5|[(-4, 4), (-7, 7), (-6, 6), (0, 0)]|(-7, 7)|(0, 6)|(1, 6)|{(0, 0): (0, 0), (0, 1): (0, 0), (0, 2): (-4, 4), (0, 3): (-7, 7), (0, 4): (0, 0), (0, 5): (-7, 7), (0, 6): (0, 0), (1, 0): (-6, 6), (1, 1): (0, 0), (1, 2): (-6, 6), (1, 3): (0, 0), (1, 4): (0, 0), (1, 5): (-7, 7), (1, 6): (-7, 7), (2, 0): (-5, 5), (2, 1): (0, 0), (2, 2): (-4, 4), (2, 3): (0, 0), (2, 4): (0, 0), (2, 5): (0, 0), (2, 6): (-6, 6), (3, 0): (-5, 5), (3, 1): (-6, 6), (3, 2): (0, 0), (3, 3): (0, 0), (3, 4): (-4, 4), (3, 5): (-5, 5), (3, 6): (-4, 4), (4, 0): (-7, 7), (4, 1): (0, 0), (4, 2): (0, 0), (4, 3): (0, 0), (4, 4): (0, 0), (4, 5): (-4, 4), (4, 6): (0, 0), (5, 0): (-7, 7), (5, 1): (-6, 6), (5, 2): (-5, 5), (5, 3): (0, 0), (5, 4): (0, 0), (5, 5): (-7, 7), (5, 6): (0, 0), (6, 0): (0, 0), (6, 1): (-7, 7), (6, 2): (-5, 5), (6, 3): (-6, 6), (6, 4): (0, 0), (6, 5): (-6, 6), (6, 6): (-6, 6)}
41.891|grid_exercise|0|0|1|4|17|5|[(-4, 4), (0, 0)]|(-4, 4)|(1, 6)|(3, 6)|{(0, 0): (0, 0), (0, 1): (0, 0), (0, 2): (-4, 4), (0, 3): (-7, 7), (0, 4): (0, 0), (0, 5): (-7, 7), (0, 6): (0, 0), (1, 0): (-6, 6), (1, 1): (0, 0), (1, 2): (-6, 6), (1, 3): (0, 0), (1, 4): (0, 0), (1, 5): (-7, 7), (1, 6): (0, 0), (2, 0): (-5, 5), (2, 1): (0, 0), (2, 2): (-4, 4), (2, 3): (0, 0), (2, 4): (0, 0), (2, 5): (0, 0), (2, 6): (-6, 6), (3, 0): (-5, 5), (3, 1): (-6, 6), (3, 2): (0, 0), (3, 3): (0, 0), (3, 4): (-4, 4), (3, 5): (-5, 5), (3, 6): (-4, 4), (4, 0): (-7, 7), (4, 1): (0, 0), (4, 2): (0, 0), (4, 3): (0, 0), (4, 4): (0, 0), (4, 5): (-4, 4), (4, 6): (0, 0), (5, 0): (-7, 7), (5, 1): (-6, 6), (5, 2): (-5, 5), (5, 3): (0, 0), (5, 4): (0, 0), (5, 5): (-7, 7), (5, 6): (0, 0), (6, 0): (0, 0), (6, 1): (-7, 7), (6, 2): (-5, 5), (6, 3): (-6, 6), (6, 4): (0, 0), (6, 5): (-6, 6), (6, 6): (-6, 6)}
46.437|grid_exercise|0|0|0|0|17|9|[(0, 0)]|(0, 0)|(3, 6)|(3, 3)|{(0, 0): (0, 0), (0, 1): (0, 0), (0, 2): (-4, 4), (0, 3): (-7, 7), (0, 4): (0, 0), (0, 5): (-7, 7), (0, 6): (0, 0), (1, 0): (-6, 6), (1, 1): (0, 0), (1, 2): (-6, 6), (1, 3): (0, 0), (1, 4): (0, 0), (1, 5): (-7, 7), (1, 6): (0, 0), (2, 0): (-5, 5), (2, 1): (0, 0), (2, 2): (-4, 4), (2, 3): (0, 0), (2, 4): (0, 0), (2, 5): (0, 0), (2, 6): (-6, 6), (3, 0): (-5, 5), (3, 1): (-6, 6), (3, 2): (0, 0), (3, 3): (0, 0), (3, 4): (-4, 4), (3, 5): (-5, 5), (3, 6): (0, 0), (4, 0): (-7, 7), (4, 1): (0, 0), (4, 2): (0, 0), (4, 3): (0, 0), (4, 4): (0, 0), (4, 5): (-4, 4), (4, 6): (0, 0), (5, 0): (-7, 7), (5, 1): (-6, 6), (5, 2): (-5, 5), (5, 3): (0, 0), (5, 4): (0, 0), (5, 5): (-7, 7), (5, 6): (0, 0), (6, 0): (0, 0), (6, 1): (-7, 7), (6, 2): (-5, 5), (6, 3): (-6, 6), (6, 4): (0, 0), (6, 5): (-6, 6), (6, 6): (-6, 6)}
48.700|grid_exercise|0|0|1|11|12|9|[(-4, 4), (0, 0), (-7, 7), (-6, 6), (-5, 5)]|(-4, 4)|(3, 3)|(3, 4)|{(0, 0): (0, 0), (0, 1): (0, 0), (0, 2): (-4, 4), (0, 3): (-7, 7), (0, 4): (0, 0), (0, 5): (-7, 7), (0, 6): (0, 0), (1, 0): (-6, 6), (1, 1): (0, 0), (1, 2): (-6, 6), (1, 3): (0, 0), (1, 4): (0, 0), (1, 5): (-7, 7), (1, 6): (0, 0), (2, 0): (-5, 5), (2, 1): (0, 0), (2, 2): (-4, 4), (2, 3): (0, 0), (2, 4): (0, 0), (2, 5): (0, 0), (2, 6): (-6, 6), (3, 0): (-5, 5), (3, 1): (-6, 6), (3, 2): (0, 0), (3, 3): (0, 0), (3, 4): (-4, 4), (3, 5): (-5, 5), (3, 6): (0, 0), (4, 0): (-7, 7), (4, 1): (0, 0), (4, 2): (0, 0), (4, 3): (0, 0), (4, 4): (0, 0), (4, 5): (-4, 4), (4, 6): (0, 0), (5, 0): (-7, 7), (5, 1): (-6, 6), (5, 2): (-5, 5), (5, 3): (0, 0), (5, 4): (0, 0), (5, 5): (-7, 7), (5, 6): (0, 0), (6, 0): (0, 0), (6, 1): (-7, 7), (6, 2): (-5, 5), (6, 3): (-6, 6), (6, 4): (0, 0), (6, 5): (-6, 6), (6, 6): (-6, 6)}
