sys_time,exp_time,exp_num,exp_cfg_A,exp_cfg_B,exp_cfg_C,launch_mode,gender_sub1,age_sub1,gender_sub2,age_sub2,process,stage,trial,init_step,init_role,gone_step,score_0,score_1,#redeem,#wasted,waste_step,#contribution_0, #contribution_1,duration,current_role,choice,notes
2024-10-31_15:01:52,1.414,591,1,1,1,test,Female,0,Female,0,overture,-1,-1,-1,-1,-1,-999,-999,-999,-999,-999,-999,-999,-1.000,-1,null,null
2024-10-31_15:03:07,74.330,591,1,1,1,test,Female,0,Female,0,grid_1,1,9,11,1,5,10,6,1,2,3,0,1,70.825,-1,null,null
2024-10-31_15:03:15,81.792,591,1,1,1,test,Female,0,Female,0,grid_1,1,10,11,0,0,0,0,0,1,11,0,0,3.042,-1,null,null
2024-10-31_15:03:22,88.598,591,1,1,1,test,Female,0,Female,0,grid_1,1,8,11,0,0,0,0,0,1,11,0,0,2.373,-1,null,null
2024-10-31_15:03:29,95.830,591,1,1,1,test,Female,0,Female,0,grid_1,1,11,11,1,0,0,0,0,1,11,0,0,2.799,-1,null,null
