sys_time,exp_time,exp_num,exp_cfg_A,exp_cfg_B,exp_cfg_C,launch_mode,gender_sub1,age_sub1,gender_sub2,age_sub2,process,stage,trial,init_step,init_role,gone_step,score_0,score_1,#redeem,#wasted,waste_step,#contribution_0, #contribution_1,duration,current_role,choice,notes
2024-10-31_14:45:47,523.509,590,2,1,1,test,Female,0,Female,0,opinion_choice,1,2,-1,-1,-1,-999,-999,-999,-999,-999,-999,-999,-1.000,1,X,null
2024-10-31_14:45:47,523.912,590,2,1,1,test,Female,0,Female,0,opinion_choice,1,2,-1,-1,-1,-999,-999,-999,-999,-999,-999,-999,-1.000,0,X,null
2024-10-31_14:45:49,526.302,590,2,1,1,test,Female,0,Female,0,opinion_choice,1,0,-1,-1,-1,-999,-999,-999,-999,-999,-999,-999,-1.000,0,B,null
2024-10-31_14:45:50,526.850,590,2,1,1,test,Female,0,Female,0,opinion_choice,1,0,-1,-1,-1,-999,-999,-999,-999,-999,-999,-999,-1.000,1,X,null
2024-10-31_14:45:52,528.925,590,2,1,1,test,Female,0,Female,0,opinion_choice,1,1,-1,-1,-1,-999,-999,-999,-999,-999,-999,-999,-1.000,0,X,null
2024-10-31_14:45:52,529.301,590,2,1,1,test,Female,0,Female,0,opinion_choice,1,1,-1,-1,-1,-999,-999,-999,-999,-999,-999,-999,-1.000,1,B,null
2024-10-31_14:45:52,529.324,590,2,1,1,test,Female,0,Female,0,STAGE_opinion,1,-1,-1,-1,-1,-999,-999,-999,-999,-999,-999,-999,15.792,-1,null,null
2024-10-31_14:46:18,554.694,590,2,1,1,test,Female,0,Female,0,STAGE_discussion,1,1,-1,-1,-1,-999,-999,-999,-999,-999,-999,-999,-1.000,-1,null,TOPIC/DIFF: 一般情况下，我会避免表露出自己的情绪状态。
2024-10-31_14:46:34,570.961,590,2,1,1,test,Female,0,Female,0,opinion_choice,1,0,-1,-1,-1,-999,-999,-999,-999,-999,-999,-999,-1.000,0,X,null
2024-10-31_14:46:34,571.147,590,2,1,1,test,Female,0,Female,0,opinion_choice,1,0,-1,-1,-1,-999,-999,-999,-999,-999,-999,-999,-1.000,1,X,null
2024-10-31_14:46:37,573.674,590,2,1,1,test,Female,0,Female,0,opinion_choice,1,3,-1,-1,-1,-999,-999,-999,-999,-999,-999,-999,-1.000,0,B,null
2024-10-31_14:46:37,573.707,590,2,1,1,test,Female,0,Female,0,opinion_choice,1,3,-1,-1,-1,-999,-999,-999,-999,-999,-999,-999,-1.000,1,B,null
2024-10-31_14:46:39,575.933,590,2,1,1,test,Female,0,Female,0,opinion_choice,1,1,-1,-1,-1,-999,-999,-999,-999,-999,-999,-999,-1.000,0,B,null
2024-10-31_14:46:39,576.243,590,2,1,1,test,Female,0,Female,0,opinion_choice,1,1,-1,-1,-1,-999,-999,-999,-999,-999,-999,-999,-1.000,1,B,null
2024-10-31_14:46:41,578.448,590,2,1,1,test,Female,0,Female,0,opinion_choice,1,2,-1,-1,-1,-999,-999,-999,-999,-999,-999,-999,-1.000,0,B,null
2024-10-31_14:46:42,578.677,590,2,1,1,test,Female,0,Female,0,opinion_choice,1,2,-1,-1,-1,-999,-999,-999,-999,-999,-999,-999,-1.000,1,X,null
2024-10-31_14:46:42,578.700,590,2,1,1,test,Female,0,Female,0,STAGE_opinion,1,-1,-1,-1,-1,-999,-999,-999,-999,-999,-999,-999,12.802,-1,null,null
2024-10-31_14:46:51,587.774,590,2,1,1,test,Female,0,Female,0,STAGE_discussion,2,2,-1,-1,-1,-999,-999,-999,-999,-999,-999,-999,-1.000,-1,null,TOPIC/DIFF: 我认为吃苦耐劳是一种优秀品质。
2024-10-31_14:47:05,601.806,590,2,1,1,test,Female,0,Female,0,opinion_choice,1,2,-1,-1,-1,-999,-999,-999,-999,-999,-999,-999,-1.000,0,B,null
2024-10-31_14:47:05,602.048,590,2,1,1,test,Female,0,Female,0,opinion_choice,1,2,-1,-1,-1,-999,-999,-999,-999,-999,-999,-999,-1.000,1,B,null
2024-10-31_14:47:07,604.172,590,2,1,1,test,Female,0,Female,0,opinion_choice,1,3,-1,-1,-1,-999,-999,-999,-999,-999,-999,-999,-1.000,0,X,null
2024-10-31_14:47:07,604.417,590,2,1,1,test,Female,0,Female,0,opinion_choice,1,3,-1,-1,-1,-999,-999,-999,-999,-999,-999,-999,-1.000,1,X,null
2024-10-31_14:47:10,606.580,590,2,1,1,test,Female,0,Female,0,opinion_choice,1,0,-1,-1,-1,-999,-999,-999,-999,-999,-999,-999,-1.000,1,X,null
2024-10-31_14:47:10,606.712,590,2,1,1,test,Female,0,Female,0,opinion_choice,1,0,-1,-1,-1,-999,-999,-999,-999,-999,-999,-999,-1.000,0,X,null
2024-10-31_14:47:12,608.640,590,2,1,1,test,Female,0,Female,0,opinion_choice,1,1,-1,-1,-1,-999,-999,-999,-999,-999,-999,-999,-1.000,0,B,null
2024-10-31_14:47:12,608.975,590,2,1,1,test,Female,0,Female,0,opinion_choice,1,1,-1,-1,-1,-999,-999,-999,-999,-999,-999,-999,-1.000,1,B,null
2024-10-31_14:47:12,609.000,590,2,1,1,test,Female,0,Female,0,STAGE_opinion,1,-1,-1,-1,-1,-999,-999,-999,-999,-999,-999,-999,10.102,-1,null,null
2024-10-31_14:47:22,618.861,590,2,1,1,test,Female,0,Female,0,null,-1,-1,-1,-1,-1,-999,-999,-999,-999,-999,-999,-999,-1.000,-1,null,Coincidence situation occurred.
2024-10-31_14:49:28,745.250,590,2,1,1,test,Female,0,Female,0,grid_2,2,11,11,1,14,21,16,4,0,0,2,2,45.831,-1,null,null
2024-10-31_14:49:49,765.850,590,2,1,1,test,Female,0,Female,0,grid_2,2,9,11,1,5,11,8,1,0,0,0,1,16.129,-1,null,null
2024-10-31_14:50:23,800.358,590,2,1,1,test,Female,0,Female,0,grid_2,2,8,11,0,4,4,11,1,1,4,1,0,30.077,-1,null,null
2024-10-31_14:50:43,820.381,590,2,1,1,test,Female,0,Female,0,grid_2,2,10,11,0,0,0,0,0,1,11,0,0,15.608,-1,null,null
2024-10-31_14:50:51,828.184,590,2,1,1,test,Female,0,Female,0,finale,-1,-1,-1,-1,-1,-999,-999,-999,-999,-999,-999,-999,-1.000,-1,null,null
