exp_num,mode,condition_A,condition_B,condition_C,sys_time,exp_time,process_name,block_index,trail_index,duration,actual_stim,choice_0,choice_1,confidence_0,confidence_1,choice_dual,choice_role,harder_role,note
43,1440p_debug,1,1,1,2025-01-10_15:43:22,15.124402199871838,solo_SD,1,0,10.604289699811488,0,0,0,-4,-1,null,null,null,null
43,1440p_debug,1,1,1,2025-01-10_15:43:31,23.911463500000536,solo_SD,1,1,8.786696800030768,1,1,1,1,2,null,null,null,null
43,1440p_debug,1,1,1,2025-01-10_15:43:39,32.03204339975491,solo_SD,1,2,8.12019019993022,1,1,1,2,4,null,null,null,null
43,1440p_debug,1,1,1,2025-01-10_15:43:47,40.376958100125194,solo_SD,1,3,8.344259600155056,0,1,1,1,4,null,null,null,null
43,1440p_debug,1,1,1,2025-01-10_15:44:00,53.21206900011748,solo_SD,1,4,12.83469589985907,0,0,0,-4,-1,null,null,null,null
43,1440p_debug,1,1,1,2025-01-10_15:44:08,61.4840822997503,solo_SD,1,5,8.271548399701715,1,1,1,2,5,null,null,null,null
43,1440p_debug,1,1,1,2025-01-10_15:44:29,82.01852379972115,dual_SD,2,0,14.157646600157022,1,1,1,2,6,1,1,0,null
43,1440p_debug,1,1,1,2025-01-10_15:44:42,95.387470100075,dual_SD,2,1,13.368541799951345,1,1,1,3,3,1,0,0,null
43,1440p_debug,1,1,1,2025-01-10_15:44:55,108.18137220013887,dual_SD,2,2,12.793550999835134,0,0,0,-3,-3,0,0,0,null
43,1440p_debug,1,1,1,2025-01-10_15:45:09,122.13003790006042,dual_SD,2,3,13.948278599884361,1,0,0,-4,-3,0,1,0,null
43,1440p_debug,1,1,1,2025-01-10_15:45:22,134.68416099995375,dual_SD,2,4,12.55366550013423,0,0,0,-3,-3,0,1,0,null
43,1440p_debug,1,1,1,2025-01-10_15:45:48,160.94315039971843,dual_SD,2,5,26.25863640010357,0,0,1,-3,3,0,0,0,null
