exp_num,mode,condition_A,condition_B,condition_C,sys_time,exp_time,process_name,block_index,trail_index,duration,actual_stim,choice_0,choice_1,confidence_0,confidence_1,choice_dual,choice_role,harder_role,note
46,1440p_debug,1,1,1,2025-01-10_16:11:17,13.833885699976236,solo_SD,1,0,11.054052399937063,1,1,1,4,1,null,null,null,null
46,1440p_debug,1,1,1,2025-01-10_16:11:25,22.535967600066215,solo_SD,1,1,8.701652800198644,1,0,0,-4,-1,null,null,null,null
46,1440p_debug,1,1,1,2025-01-10_16:11:33,29.820347900036722,solo_SD,1,2,7.2839925000444055,0,0,0,-3,-2,null,null,null,null
46,1440p_debug,1,1,1,2025-01-10_16:11:41,37.85588019993156,solo_SD,1,3,8.035017000045627,0,1,1,4,2,null,null,null,null
46,1440p_debug,1,1,1,2025-01-10_16:11:50,46.95907310023904,solo_SD,1,4,9.102835400030017,1,0,0,-2,-3,null,null,null,null
46,1440p_debug,1,1,1,2025-01-10_16:11:57,54.1816982999444,solo_SD,1,5,7.222245599608868,0,0,0,-5,-3,null,null,null,null
46,1440p_debug,1,1,1,2025-01-10_16:12:19,76.23581590037793,dual_SD,2,0,16.15522489976138,0,1,0,4,-2,1,0,0,null
46,1440p_debug,1,1,1,2025-01-10_16:12:33,89.848099200055,dual_SD,2,1,13.611867800354958,1,1,1,6,2,1,1,0,null
46,1440p_debug,1,1,1,2025-01-10_16:12:45,102.47732360009104,dual_SD,2,2,12.62879620026797,0,0,0,-4,-6,0,0,0,null
46,1440p_debug,1,1,1,2025-01-10_16:12:58,114.8469166001305,dual_SD,2,3,12.369228499941528,1,0,0,-2,-4,0,0,0,null
46,1440p_debug,1,1,1,2025-01-10_16:13:16,133.12264190008864,dual_SD,2,4,18.27532480005175,1,1,0,4,-4,0,0,0,null
46,1440p_debug,1,1,1,2025-01-10_16:13:27,144.42552120005712,dual_SD,2,5,11.302280500065535,0,0,0,-2,-2,0,0,0,null
