exp_num,mode,condition_A,condition_B,condition_C,sys_time,exp_time,process_name,block_index,trail_index,duration,actual_stim,choice_0,choice_1,confidence_0,confidence_1,choice_dual,choice_role,harder_role,note
42,1440p_debug,1,1,1,2025-01-10_15:39:24,11.318376400042325,solo_SD,1,0,8.932009099982679,1,1,1,2,6,null,null,null,null
42,1440p_debug,1,1,1,2025-01-10_15:39:32,19.269328699912876,solo_SD,1,1,7.950556500349194,0,0,0,-5,-3,null,null,null,null
42,1440p_debug,1,1,1,2025-01-10_15:39:40,27.184330199845135,solo_SD,1,2,7.91461280034855,1,1,1,2,4,null,null,null,null
42,1440p_debug,1,1,1,2025-01-10_15:39:48,35.36459090001881,solo_SD,1,3,8.17961629992351,1,1,1,3,5,null,null,null,null
42,1440p_debug,1,1,1,2025-01-10_15:39:55,41.94623989984393,solo_SD,1,4,6.581211800221354,0,0,0,-4,-4,null,null,null,null
42,1440p_debug,1,1,1,2025-01-10_15:40:01,48.10298199998215,solo_SD,1,5,6.156348399817944,0,0,0,-1,-1,null,null,null,null
42,1440p_debug,1,1,1,2025-01-10_15:40:22,69.45585469994694,dual_SD,2,0,13.029402900021523,1,1,1,3,5,1,1,0,null
42,1440p_debug,1,1,1,2025-01-10_15:40:35,82.3581167999655,dual_SD,2,1,12.9018184999004,0,0,0,-6,-1,0,1,0,null
42,1440p_debug,1,1,1,2025-01-10_15:40:49,95.99342510011047,dual_SD,2,2,13.634909099899232,0,1,1,2,4,1,1,0,null
42,1440p_debug,1,1,1,2025-01-10_15:41:01,107.91920860018581,dual_SD,2,3,11.925426300149411,0,0,0,-5,-3,0,1,0,null
42,1440p_debug,1,1,1,2025-01-10_15:41:13,120.31252649985254,dual_SD,2,4,12.39287419989705,1,1,1,2,4,1,1,0,null
42,1440p_debug,1,1,1,2025-01-10_15:41:26,132.904887100216,dual_SD,2,5,12.591865499969572,1,0,0,-3,-6,0,1,0,null
