exp_num,mode,condition_A,condition_B,condition_C,sys_time,exp_time,process_name,block_index,trail_index,duration,actual_stim,choice_0,choice_1,confidence_0,confidence_1,choice_dual,choice_role,harder_role,note
53,1440p_debug,1,1,1,2025-01-11_14:54:20,11.257684499956667,solo_SD,1,0,8.112192499917,0,0,0,-2,-5,null,null,null,null
53,1440p_debug,1,1,1,2025-01-11_14:54:27,18.504994499962777,solo_SD,1,1,7.246931100264192,0,1,1,2,5,null,null,null,null
53,1440p_debug,1,1,1,2025-01-11_14:54:36,26.631263700313866,solo_SD,1,2,8.125860599800944,1,1,1,3,6,null,null,null,null
53,1440p_debug,1,1,1,2025-01-11_14:54:43,33.576146800071,solo_SD,1,3,6.944364099763334,1,1,1,1,5,null,null,null,null
53,1440p_debug,1,1,1,2025-01-11_14:54:49,40.50873190024868,solo_SD,1,4,6.9322163998149335,0,0,0,-2,-2,null,null,null,null
53,1440p_debug,1,1,1,2025-01-11_14:54:58,48.696735500358045,solo_SD,1,5,8.187649600207806,1,1,1,6,5,null,null,null,null
53,1440p_debug,1,1,1,2025-01-11_14:55:15,66.3759548002854,dual_SD,2,0,13.63096099998802,1,1,1,2,2,1,0,0,null
53,1440p_debug,1,1,1,2025-01-11_14:55:30,80.94476080033928,dual_SD,2,1,14.568451299797744,1,1,1,3,1,1,0,0,null
53,1440p_debug,1,1,1,2025-01-11_14:55:53,104.06894070003182,dual_SD,2,2,23.12382399989292,0,1,0,1,-4,1,0,0,null
53,1440p_debug,1,1,1,2025-01-11_14:56:07,118.37659380026162,dual_SD,2,3,14.307310299947858,1,1,0,2,-1,0,0,0,null
53,1440p_debug,1,1,1,2025-01-11_14:56:22,132.71458120038733,dual_SD,2,4,14.337626999709755,0,1,0,1,-3,0,0,0,null
53,1440p_debug,1,1,1,2025-01-11_14:56:35,146.2419205000624,dual_SD,2,5,13.526970599777997,0,1,1,1,1,1,0,0,null
