exp_num,mode,condition_A,condition_B,condition_C,sys_time,exp_time,process_name,block_index,trail_index,duration,actual_stim,choice_0,choice_1,confidence_0,confidence_1,choice_dual,choice_role,harder_role,note
47,1440p_debug,1,1,1,2025-01-10_18:23:32,11.983350800350308,solo_SD,1,0,9.48112010024488,1,1,0,2,-3,null,null,null,null
47,1440p_debug,1,1,1,2025-01-10_18:23:39,18.75236350018531,solo_SD,1,1,6.768623400013894,1,1,1,2,2,null,null,null,null
47,1440p_debug,1,1,1,2025-01-10_18:23:46,26.103599100373685,solo_SD,1,2,7.350807999726385,1,0,0,-2,-4,null,null,null,null
47,1440p_debug,1,1,1,2025-01-10_18:23:53,32.80573370028287,solo_SD,1,3,6.7015158999711275,0,0,0,-1,-3,null,null,null,null
47,1440p_debug,1,1,1,2025-01-10_18:23:59,39.2901619002223,solo_SD,1,4,6.48406479973346,0,1,0,3,-1,null,null,null,null
47,1440p_debug,1,1,1,2025-01-10_18:24:06,46.67156910011545,solo_SD,1,5,7.3810125002637506,0,0,0,-3,-4,null,null,null,null
47,1440p_debug,1,1,1,2025-01-10_18:24:30,69.76882009999827,dual_SD,2,0,16.53374099964276,0,1,0,2,-1,0,1,1,null
47,1440p_debug,1,1,1,2025-01-10_18:24:46,86.31232770020142,dual_SD,2,1,16.543160100001842,1,0,0,-3,-1,0,1,1,null
47,1440p_debug,1,1,1,2025-01-10_18:25:03,103.22058940026909,dual_SD,2,2,16.907830799929798,0,0,0,-4,-1,0,1,1,null
47,1440p_debug,1,1,1,2025-01-10_18:25:24,123.86742620030418,dual_SD,2,3,20.646477499976754,0,1,0,4,-1,1,0,1,null
47,1440p_debug,1,1,1,2025-01-10_18:25:40,140.48336640000343,dual_SD,2,4,16.615574199706316,1,0,0,-4,-1,0,0,1,null
47,1440p_debug,1,1,1,2025-01-10_18:25:58,157.9972144002095,dual_SD,2,5,17.513472700025886,1,0,0,-1,-4,0,1,1,null
