exp_num,mode,condition_A,condition_B,condition_C,sys_time,exp_time,process_name,block_index,trail_index,duration,actual_stim,choice_0,choice_1,confidence_0,confidence_1,choice_dual,choice_role,harder_role,note
56,1440p_debug,1,1,1,2025-01-11_19:22:43,38.074167899787426,solo_SD,1,0,35.262353600002825,1,1,0,4,-1,null,null,null,null
56,1440p_debug,1,1,1,2025-01-11_19:22:53,47.75197369977832,solo_SD,1,1,9.677328700199723,0,1,0,1,-1,null,null,null,null
56,1440p_debug,1,1,1,2025-01-11_19:23:00,54.86159269977361,solo_SD,1,2,7.109087700024247,0,0,0,-1,-1,null,null,null,null
56,1440p_debug,1,1,1,2025-01-11_19:23:07,61.975965099874884,solo_SD,1,3,7.113868799991906,1,1,0,1,-1,null,null,null,null
56,1440p_debug,1,1,1,2025-01-11_19:23:16,70.1948624998331,solo_SD,1,4,8.218534100335091,0,1,0,1,-1,null,null,null,null
56,1440p_debug,1,1,1,2025-01-11_19:23:23,77.77979339985177,solo_SD,1,5,7.58456140011549,1,1,0,1,-1,null,null,null,null
56,1440p_debug,1,1,1,2025-01-11_19:23:50,104.44241839973256,dual_SD,2,0,14.87493810011074,0,1,1,1,1,1,0,1,null
56,1440p_debug,1,1,1,2025-01-11_19:24:05,120.11226449999958,dual_SD,2,1,15.66946899984032,0,1,1,3,3,1,0,1,null
56,1440p_debug,1,1,1,2025-01-11_19:24:20,134.2940360000357,dual_SD,2,2,14.181312700267881,1,1,1,2,5,1,0,1,null
56,1440p_debug,1,1,1,2025-01-11_19:24:44,158.76160060008988,dual_SD,2,3,24.46722579980269,1,1,0,3,-3,1,0,1,null
56,1440p_debug,1,1,1,2025-01-11_19:24:57,171.63755889981985,dual_SD,2,4,12.87553169997409,1,0,0,-1,-2,0,0,1,null
56,1440p_debug,1,1,1,2025-01-11_19:25:09,183.51775999972597,dual_SD,2,5,11.879823399707675,0,1,0,1,-1,0,0,1,null
