exp_num,mode,condition_A,condition_B,condition_C,sys_time,exp_time,process_name,block_index,trail_index,duration,actual_stim,choice_0,choice_1,confidence_0,confidence_1,choice_dual,choice_role,harder_role,note
55,1440p_debug,1,1,1,2025-01-11_15:03:26,11.90656330017373,solo_SD,1,0,8.943677099887282,1,1,1,6,4,null,null,null,null
55,1440p_debug,1,1,1,2025-01-11_15:03:34,19.6820378000848,solo_SD,1,1,7.775047500152141,1,1,1,2,3,null,null,null,null
55,1440p_debug,1,1,1,2025-01-11_15:03:45,30.686758799944073,solo_SD,1,2,11.004331099800766,0,0,0,-6,-6,null,null,null,null
55,1440p_debug,1,1,1,2025-01-11_15:03:54,39.2615077001974,solo_SD,1,3,8.574231999926269,1,1,1,2,3,null,null,null,null
55,1440p_debug,1,1,1,2025-01-11_15:04:01,47.086140600033104,solo_SD,1,4,7.8242671000771224,0,1,1,2,4,null,null,null,null
55,1440p_debug,1,1,1,2025-01-11_15:04:09,54.24840159993619,solo_SD,1,5,7.1618883004412055,0,1,1,2,3,null,null,null,null
55,1440p_debug,1,1,1,2025-01-11_15:04:32,77.81809980003163,dual_SD,2,0,18.281005199998617,1,1,0,1,-3,1,0,0,null
55,1440p_debug,1,1,1,2025-01-11_15:04:45,90.67910990025848,dual_SD,2,1,12.860649200156331,0,0,0,-4,-5,0,0,0,null
55,1440p_debug,1,1,1,2025-01-11_15:05:24,129.2143184999004,dual_SD,2,2,38.53484079986811,1,1,1,3,5,1,1,0,null
55,1440p_debug,1,1,1,2025-01-11_15:05:36,142.15880610002205,dual_SD,2,3,12.94412919972092,0,0,0,-3,-6,0,1,0,null
55,1440p_debug,1,1,1,2025-01-11_15:05:51,156.57579720020294,dual_SD,2,4,14.416556399781257,1,1,1,2,4,1,0,0,null
55,1440p_debug,1,1,1,2025-01-11_15:06:10,175.88759949989617,dual_SD,2,5,19.31142219994217,0,1,0,2,-3,1,0,0,null
