exp_num,mode,condition_A,condition_B,condition_C,sys_time,exp_time,process_name,block_index,trail_index,duration,actual_stim,choice_0,choice_1,confidence_0,confidence_1,choice_dual,choice_role,harder_role,note
41,1440p_debug,1,1,1,2025-01-10_15:33:59,13.947319000028074,solo_SD,1,0,11.328813099768013,0,1,1,1,5,null,null,null,null
41,1440p_debug,1,1,1,2025-01-10_15:34:08,23.074084300082177,solo_SD,1,1,9.12636990007013,0,0,0,-5,-3,null,null,null,null
41,1440p_debug,1,1,1,2025-01-10_15:34:17,31.642986900173128,solo_SD,1,2,8.568508400116116,1,0,0,-5,-1,null,null,null,null
41,1440p_debug,1,1,1,2025-01-10_15:34:25,39.31028260011226,solo_SD,1,3,7.666568599641323,0,0,0,-3,-4,null,null,null,null
41,1440p_debug,1,1,1,2025-01-10_15:34:32,47.10893250023946,solo_SD,1,4,7.798249199986458,1,1,1,2,6,null,null,null,null
41,1440p_debug,1,1,1,2025-01-10_15:34:42,56.75120200030506,solo_SD,1,5,9.641819499898702,1,0,0,-5,-5,null,null,null,null
41,1440p_debug,1,1,1,2025-01-10_15:35:01,75.85822640033439,dual_SD,2,0,16.441382000222802,0,1,0,5,-3,0,1,0,null
41,1440p_debug,1,1,1,2025-01-10_15:35:14,88.90860010031611,dual_SD,2,1,13.04982479987666,0,0,0,-5,-2,0,0,0,null
41,1440p_debug,1,1,1,2025-01-10_15:35:27,101.28188130026683,dual_SD,2,2,12.37291599996388,1,1,1,6,2,1,0,0,null
41,1440p_debug,1,1,1,2025-01-10_15:35:41,115.22661560028791,dual_SD,2,3,13.94431190006435,1,0,0,-4,-5,0,0,0,null
41,1440p_debug,1,1,1,2025-01-10_15:35:53,127.25044880015776,dual_SD,2,4,12.02347100013867,1,1,1,3,6,1,0,0,null
41,1440p_debug,1,1,1,2025-01-10_15:36:05,139.8739114003256,dual_SD,2,5,12.623085199855268,0,0,0,-4,-3,0,1,0,null
