exp_num,mode,condition_A,condition_B,condition_C,sys_time,exp_time,process_name,block_index,trail_index,duration,actual_stim,choice_0,choice_1,confidence_0,confidence_1,choice_dual,choice_role,harder_role,note
50,1440p_debug,1,1,1,2025-01-10_18:51:55,10.816516800317913,solo_SD,1,0,8.55372879980132,1,1,1,3,3,null,null,null,null
50,1440p_debug,1,1,1,2025-01-10_18:52:02,18.41428290028125,solo_SD,1,1,7.597378600388765,1,1,1,4,2,null,null,null,null
50,1440p_debug,1,1,1,2025-01-10_18:52:11,27.025427600368857,solo_SD,1,2,8.61078630015254,0,0,0,-3,-5,null,null,null,null
50,1440p_debug,1,1,1,2025-01-10_18:52:20,36.15847330028191,solo_SD,1,3,9.132573700044304,0,0,0,-3,-6,null,null,null,null
50,1440p_debug,1,1,1,2025-01-10_18:52:30,46.02412710012868,solo_SD,1,4,9.865197599865496,0,0,0,-3,-5,null,null,null,null
50,1440p_debug,1,1,1,2025-01-10_18:52:37,53.01238890038803,solo_SD,1,5,6.987865100149065,1,1,1,4,2,null,null,null,null
50,1440p_debug,1,1,1,2025-01-10_18:52:59,75.08357060002163,dual_SD,2,0,14.520898799877614,0,1,1,2,6,1,0,0,null
50,1440p_debug,1,1,1,2025-01-10_18:53:11,87.40794420009479,dual_SD,2,1,12.324025500100106,0,0,0,-1,-4,0,1,0,null
50,1440p_debug,1,1,1,2025-01-10_18:53:25,101.22628410020843,dual_SD,2,2,13.817917899694294,0,1,0,4,-2,1,0,0,null
50,1440p_debug,1,1,1,2025-01-10_18:53:38,114.57423250004649,dual_SD,2,3,13.347529499791563,1,1,1,2,3,1,1,0,null
50,1440p_debug,1,1,1,2025-01-10_18:53:56,131.88093570014462,dual_SD,2,4,17.305929500143975,1,0,1,-6,4,1,0,0,null
50,1440p_debug,1,1,1,2025-01-10_18:54:09,145.10165160009637,dual_SD,2,5,13.220330900046974,1,1,1,3,6,1,0,0,null
