exp_num,launch_mode,manip_order,condition_B,condition_C,sys_time,exp_time,process_name,lure,block_index,trial_index,stim_index,duration,rt,sn,choice,confidence,note
25,2160p_debug,1,null,null,2025-03-27_15:19:39,16.318121600023005,练习，s2 + n2,neutral,0,0,0,0.75,9.398815399996238,1,0,-6,null
25,2160p_debug,1,null,null,2025-03-27_15:19:48,25.591604400018696,练习，s2 + n2,neutral,0,1,0,0.75,3.4574254999752156,0,0,-6,null
25,2160p_debug,1,null,null,2025-03-27_15:20:04,40.89332280002418,正式 1，s4,neutral,1,0,0,0.75,2.6101204000005964,1,0,-3,null
25,2160p_debug,1,null,null,2025-03-27_15:20:11,48.260617500025546,正式 1，s4,neutral,1,1,1,0.75,1.7154798999836203,1,1,2,null
25,2160p_debug,1,null,null,2025-03-27_15:20:19,56.48481410002569,正式 1，s4,neutral,1,2,2,0.75,2.6266004999924917,1,1,4,null
25,2160p_debug,1,null,null,2025-03-27_15:20:29,65.96345120001934,正式 1，s4,neutral,1,3,3,0.75,3.9758617999905255,1,0,-6,null
25,2160p_debug,1,null,null,2025-03-27_15:20:46,82.77746650000336,正式 2，n4,punish_MS,2,0,0,0.75,3.365287599997828,0,0,-3,null
25,2160p_debug,1,null,null,2025-03-27_15:20:54,91.64978629999678,正式 2，n4,punish_MS,2,1,1,0.75,3.107859300012933,0,0,-5,null
25,2160p_debug,1,null,null,2025-03-27_15:21:03,100.40170400001807,正式 2，n4,punish_MS,2,2,2,0.75,2.798300599999493,0,0,-5,null
25,2160p_debug,1,null,null,2025-03-27_15:21:11,108.39291210001102,正式 2，n4,punish_MS,2,3,3,0.75,2.096612699999241,0,0,-3,null
25,2160p_debug,1,null,null,2025-03-27_15:21:27,124.55870740002138,正式 3，n4,punish_FA,3,0,0,0.75,2.326215000008233,1,0,-2,null
25,2160p_debug,1,null,null,2025-03-27_15:21:36,133.64361080000526,正式 3，n4,punish_FA,3,1,0,0.75,3.268030800012639,0,1,3,null
25,2160p_debug,1,null,null,2025-03-27_15:21:45,142.4885211000219,正式 3，n4,punish_FA,3,2,1,0.75,3.1320458999834955,1,1,4,null
25,2160p_debug,1,null,null,2025-03-27_15:21:59,155.93604970001616,正式 3，n4,punish_FA,3,3,2,0.75,7.33061189998989,1,1,2,null
25,2160p_debug,1,null,null,2025-03-27_15:22:08,164.80296369999996,正式 3，n4,punish_FA,3,4,1,0.75,2.96706350002205,0,0,-6,null
25,2160p_debug,1,null,null,2025-03-27_15:22:16,173.33706280001206,正式 3，n4,punish_FA,3,5,3,0.75,2.5146985999890603,1,1,1,null
25,2160p_debug,1,null,null,2025-03-27_15:22:24,180.83288190001622,正式 3，n4,punish_FA,3,6,2,0.75,1.9923697999911383,0,1,3,null
25,2160p_debug,1,null,null,2025-03-27_15:22:33,189.78123980000964,正式 3，n4,punish_FA,3,7,3,0.75,2.885158000019146,0,0,-6,null
