exp_num,mode,condition_A,condition_B,condition_C,sys_time,exp_time,process_name,STAGE_index,trial_index,duration,total_token,multiply,contribution_0,contribution_1,note
11,1440p_flscr,1,1,1,2024-11-24_11:26:35,1345.2577979000052,trial_PGG,0,0,29.861,10,0.75,5,5,None
11,1440p_flscr,1,1,1,2024-11-24_11:29:42,1532.8016421999782,trial_PGG,1,0,100.065,10,0.75,5,10,None
11,1440p_flscr,1,1,1,2024-11-24_11:30:37,1587.3447511999402,trial_PGG,1,1,44.470,10,0.75,8,4,None
11,1440p_flscr,1,1,1,2024-11-24_11:31:14,1624.8090411999729,trial_PGG,1,2,27.384,10,0.75,6,5,None
11,1440p_flscr,1,1,1,2024-11-24_11:31:44,1654.8599996999837,trial_PGG,1,3,19.973,10,0.75,5,5,None
11,1440p_flscr,1,1,1,2024-11-24_11:32:12,1683.0924253999256,trial_PGG,1,4,18.169,10,0.75,5,5,None
11,1440p_flscr,1,1,1,2024-11-24_11:32:38,1709.0479754999978,trial_PGG,1,5,15.891,10,0.75,5,5,None
11,1440p_flscr,1,1,1,2024-11-24_11:32:58,1728.2524417999666,trial_PGG,1,6,9.134,10,0.75,5,5,None
11,1440p_flscr,1,1,1,2024-11-24_11:33:19,1749.249945199932,trial_PGG,1,7,10.936,10,0.75,5,5,None
11,1440p_flscr,1,1,1,2024-11-24_11:33:44,1774.1807989999652,trial_PGG,1,8,14.867,10,0.75,5,5,None
11,1440p_flscr,1,1,1,2024-11-24_11:34:04,1794.468723299913,trial_PGG,1,9,10.225,10,0.75,5,5,None
11,1440p_flscr,1,1,1,2024-11-24_11:34:25,1815.7932859999128,trial_PGG,1,10,11.261,10,0.75,5,5,None
11,1440p_flscr,1,1,1,2024-11-24_11:34:49,1839.2496905999724,trial_PGG,1,11,13.392,10,0.75,5,5,None
