exp_num,mode,condition_A,condition_B,condition_C,sys_time,exp_time,process_name,STAGE_index,trial_index,duration,total_token,multiply,contribution_0,contribution_1,note
5,1440p_flscr,1,1,1,2024-11-23_14:20:22,1434.5762252999702,trial_PGG,0,0,18.766,10,0.75,5,5,None
5,1440p_flscr,1,1,1,2024-11-23_14:25:42,1753.8500535999192,trial_PGG,1,0,229.229,10,0.75,4,3,None
5,1440p_flscr,1,1,1,2024-11-23_14:29:51,2002.726167500019,trial_PGG,1,1,238.796,10,0.75,2,5,None
5,1440p_flscr,1,1,1,2024-11-23_14:34:26,2278.5800790999783,trial_PGG,1,2,265.783,10,0.75,9,3,None
5,1440p_flscr,1,1,1,2024-11-23_14:36:55,2427.284445199999,trial_PGG,1,3,138.633,10,0.75,9,10,None
5,1440p_flscr,1,1,1,2024-11-23_14:37:31,2463.38708149991,trial_PGG,1,4,26.041,10,0.75,10,10,None
5,1440p_flscr,1,1,1,2024-11-23_14:37:53,2484.870719300001,trial_PGG,1,5,11.419,10,0.75,10,10,None
5,1440p_flscr,1,1,1,2024-11-23_14:38:32,2524.460512599908,trial_PGG,1,6,29.528,10,0.75,10,10,None
5,1440p_flscr,1,1,1,2024-11-23_14:38:58,2549.759643599973,trial_PGG,1,7,15.235,10,0.75,10,10,None
5,1440p_flscr,1,1,1,2024-11-23_14:40:41,2653.1543911999324,trial_PGG,1,8,93.330,10,0.75,10,7,None
5,1440p_flscr,1,1,1,2024-11-23_14:41:41,2712.873866399983,trial_PGG,1,9,49.654,10,0.75,8,10,None
5,1440p_flscr,1,1,1,2024-11-23_14:42:36,2767.750184100005,trial_PGG,1,10,44.810,10,0.75,10,10,None
5,1440p_flscr,1,1,1,2024-11-23_14:43:50,2842.4148823999567,trial_PGG,1,11,64.601,10,0.75,9,10,None
