exp_num,mode,condition_A,condition_B,condition_C,sys_time,exp_time,process_name,STAGE_index,trial_index,duration,total_token,multiply,contribution_0,contribution_1,note
15,1440p_flscr,1,1,1,2024-11-24_17:19:14,1422.8902558999835,trial_PGG,0,0,11.534,10,0.75,5,5,None
15,1440p_flscr,1,1,1,2024-11-24_17:21:39,1567.780058400007,trial_PGG,1,0,27.833,10,0.75,3,5,None
15,1440p_flscr,1,1,1,2024-11-24_17:22:14,1603.0627204000484,trial_PGG,1,1,25.209,10,0.75,5,5,None
15,1440p_flscr,1,1,1,2024-11-24_17:22:52,1641.0689499999862,trial_PGG,1,2,27.943,10,0.75,5,5,None
15,1440p_flscr,1,1,1,2024-11-24_17:23:29,1678.3943018000573,trial_PGG,1,3,27.244,10,0.75,7,5,None
15,1440p_flscr,1,1,1,2024-11-24_17:23:50,1698.988780900021,trial_PGG,1,4,10.520,10,0.75,10,5,None
15,1440p_flscr,1,1,1,2024-11-24_17:24:26,1734.9451403999701,trial_PGG,1,5,25.891,10,0.75,5,5,None
15,1440p_flscr,1,1,1,2024-11-24_17:24:50,1759.339863399975,trial_PGG,1,6,14.327,10,0.75,0,0,None
15,1440p_flscr,1,1,1,2024-11-24_17:25:32,1801.3345243000658,trial_PGG,1,7,31.929,10,0.75,3,10,None
15,1440p_flscr,1,1,1,2024-11-24_17:25:55,1824.3054307000712,trial_PGG,1,8,12.900,10,0.75,10,5,None
15,1440p_flscr,1,1,1,2024-11-24_17:26:22,1850.8609871000517,trial_PGG,1,9,16.489,10,0.75,10,8,None
15,1440p_flscr,1,1,1,2024-11-24_17:26:47,1876.1522786000278,trial_PGG,1,10,15.225,10,0.75,10,9,None
15,1440p_flscr,1,1,1,2024-11-24_17:27:08,1897.2538100000238,trial_PGG,1,11,11.034,10,0.75,8,10,None
