exp_num,mode,condition_A,condition_B,condition_C,sys_time,exp_time,process_name,STAGE_index,trial_index,duration,total_token,multiply,contribution_0,contribution_1,note
2,1440p_flscr,2,1,1,2024-11-23_10:21:23,1247.9353094999678,trial_PGG,0,0,11.573,10,0.75,5,5,None
2,1440p_flscr,2,1,1,2024-11-23_10:21:56,1280.2025653000455,trial_PGG,1,0,11.493,10,0.75,5,5,None
2,1440p_flscr,2,1,1,2024-11-23_10:22:19,1303.6593371999916,trial_PGG,1,1,13.391,10,0.75,5,4,None
2,1440p_flscr,2,1,1,2024-11-23_10:22:44,1328.9647032000357,trial_PGG,1,2,15.225,10,0.75,5,4,None
2,1440p_flscr,2,1,1,2024-11-23_10:23:10,1354.3322009999538,trial_PGG,1,3,15.287,10,0.75,5,5,None
2,1440p_flscr,2,1,1,2024-11-23_10:23:28,1372.6128693000646,trial_PGG,1,4,8.218,10,0.75,5,6,None
2,1440p_flscr,2,1,1,2024-11-23_10:23:51,1395.6455284999683,trial_PGG,1,5,12.966,10,0.75,5,6,None
2,1440p_flscr,2,1,1,2024-11-23_10:24:12,1416.7334800000535,trial_PGG,1,6,11.026,10,0.75,5,5,None
2,1440p_flscr,2,1,1,2024-11-23_10:24:35,1439.0716813000618,trial_PGG,1,7,12.275,10,0.75,5,4,None
2,1440p_flscr,2,1,1,2024-11-23_10:25:05,1469.671429799986,trial_PGG,1,8,20.525,10,0.75,5,5,None
2,1440p_flscr,2,1,1,2024-11-23_10:25:29,1493.329435499967,trial_PGG,1,9,13.595,10,0.75,5,5,None
2,1440p_flscr,2,1,1,2024-11-23_10:25:50,1514.298825899954,trial_PGG,1,10,10.904,10,0.75,5,6,None
2,1440p_flscr,2,1,1,2024-11-23_10:26:14,1538.9650641999906,trial_PGG,1,11,14.603,10,0.75,6,4,None
