exp_num,mode,condition_A,condition_B,condition_C,sys_time,exp_time,process_name,STAGE_index,trial_index,duration,total_token,multiply,contribution_0,contribution_1,note
14,1440p_flscr,2,1,1,2024-11-24_16:16:38,1323.079985499964,trial_PGG,0,0,14.265,10,0.75,5,5,None
14,1440p_flscr,2,1,1,2024-11-24_16:21:33,1618.6607770000119,trial_PGG,1,0,176.749,10,0.75,5,2,None
14,1440p_flscr,2,1,1,2024-11-24_16:23:19,1724.2585827999283,trial_PGG,1,1,95.515,10,0.75,2,4,None
14,1440p_flscr,2,1,1,2024-11-24_16:24:06,1771.2004222999094,trial_PGG,1,2,36.863,10,0.75,3,2,None
14,1440p_flscr,2,1,1,2024-11-24_16:25:10,1835.3246187999612,trial_PGG,1,3,54.059,10,0.75,2,2,None
14,1440p_flscr,2,1,1,2024-11-24_16:26:02,1887.2341593999881,trial_PGG,1,4,41.845,10,0.75,1,1,None
14,1440p_flscr,2,1,1,2024-11-24_16:26:47,1932.4661909999559,trial_PGG,1,5,35.160,10,0.75,0,2,None
14,1440p_flscr,2,1,1,2024-11-24_16:27:29,1974.6559450000059,trial_PGG,1,6,32.125,10,0.75,1,1,None
14,1440p_flscr,2,1,1,2024-11-24_16:28:15,2019.7841224999866,trial_PGG,1,7,35.058,10,0.75,2,1,None
14,1440p_flscr,2,1,1,2024-11-24_16:28:42,2047.4028451999184,trial_PGG,1,8,17.554,10,0.75,1,1,None
14,1440p_flscr,2,1,1,2024-11-24_16:29:05,2069.9634738999885,trial_PGG,1,9,12.456,10,0.75,1,1,None
14,1440p_flscr,2,1,1,2024-11-24_16:29:48,2113.6117636999115,trial_PGG,1,10,33.587,10,0.75,3,1,None
14,1440p_flscr,2,1,1,2024-11-24_16:30:14,2139.278111499967,trial_PGG,1,11,15.603,10,0.75,3,3,None
