exp_num,mode,condition_A,condition_B,condition_C,sys_time,exp_time,process_name,STAGE_index,trial_index,duration,total_token,multiply,contribution_0,contribution_1,note
4,1440p_flscr,2,1,1,2024-11-23_13:26:35,1665.0741733999457,trial_PGG,0,0,15.538,10,0.75,5,5,None
4,1440p_flscr,2,1,1,2024-11-23_13:28:57,1807.7878396000015,trial_PGG,1,0,25.093,10,0.75,8,1,None
4,1440p_flscr,2,1,1,2024-11-23_13:29:55,1865.6377828000113,trial_PGG,1,1,47.769,10,0.75,10,7,None
4,1440p_flscr,2,1,1,2024-11-23_13:31:18,1948.6892679999582,trial_PGG,1,2,72.982,10,0.75,7,6,None
4,1440p_flscr,2,1,1,2024-11-23_13:31:52,1982.3250522000017,trial_PGG,1,3,23.560,10,0.75,10,8,None
4,1440p_flscr,2,1,1,2024-11-23_13:32:09,2000.0148221999407,trial_PGG,1,4,7.627,10,0.75,10,10,None
4,1440p_flscr,2,1,1,2024-11-23_13:32:37,2027.3419189999113,trial_PGG,1,5,17.265,10,0.75,9,10,None
4,1440p_flscr,2,1,1,2024-11-23_13:33:00,2050.1456763999304,trial_PGG,1,6,12.739,10,0.75,10,9,None
4,1440p_flscr,2,1,1,2024-11-23_13:33:20,2070.225873699994,trial_PGG,1,7,10.012,10,0.75,10,10,None
4,1440p_flscr,2,1,1,2024-11-23_13:33:39,2089.98634329997,trial_PGG,1,8,9.694,10,0.75,10,10,None
4,1440p_flscr,2,1,1,2024-11-23_13:33:59,2109.399224899942,trial_PGG,1,9,9.348,10,0.75,10,10,None
4,1440p_flscr,2,1,1,2024-11-23_13:34:22,2132.8916277999524,trial_PGG,1,10,13.430,10,0.75,10,10,None
4,1440p_flscr,2,1,1,2024-11-23_13:34:41,2151.6439094999805,trial_PGG,1,11,8.687,10,0.75,10,10,None
