exp_num,mode,condition_A,condition_B,condition_C,sys_time,exp_time,process_name,STAGE_index,trial_index,duration,total_token,multiply,contribution_0,contribution_1,note
24,1440p_flscr,2,1,1,2024-11-25_18:26:30,1550.8399020999204,trial_PGG,0,0,39.396,10,0.75,8,4,None
24,1440p_flscr,2,1,1,2024-11-25_18:28:44,1684.5707835999783,trial_PGG,1,0,29.856,10,0.75,3,5,None
24,1440p_flscr,2,1,1,2024-11-25_18:29:21,1721.8409595000558,trial_PGG,1,1,27.191,10,0.75,8,3,None
24,1440p_flscr,2,1,1,2024-11-25_18:29:42,1742.803444399964,trial_PGG,1,2,10.898,10,0.75,5,5,None
24,1440p_flscr,2,1,1,2024-11-25_18:30:05,1765.3014132999815,trial_PGG,1,3,12.431,10,0.75,6,5,None
24,1440p_flscr,2,1,1,2024-11-25_18:30:33,1792.9620573001448,trial_PGG,1,4,17.597,10,0.75,4,6,None
24,1440p_flscr,2,1,1,2024-11-25_18:30:49,1809.7763700000942,trial_PGG,1,5,6.753,10,0.75,5,5,None
24,1440p_flscr,2,1,1,2024-11-25_18:31:12,1832.3789381999522,trial_PGG,1,6,12.538,10,0.75,4,5,None
24,1440p_flscr,2,1,1,2024-11-25_18:31:32,1852.4451697999611,trial_PGG,1,7,10.001,10,0.75,5,5,None
24,1440p_flscr,2,1,1,2024-11-25_18:31:55,1875.4851059999783,trial_PGG,1,8,12.970,10,0.75,5,5,None
24,1440p_flscr,2,1,1,2024-11-25_18:32:15,1894.9193192000967,trial_PGG,1,9,9.372,10,0.75,4,5,None
24,1440p_flscr,2,1,1,2024-11-25_18:32:32,1912.7619199999608,trial_PGG,1,10,7.779,10,0.75,5,5,None
24,1440p_flscr,2,1,1,2024-11-25_18:32:52,1932.0708588000853,trial_PGG,1,11,9.243,10,0.75,6,5,None
