exp_num,mode,condition_A,condition_B,condition_C,sys_time,exp_time,process_name,STAGE_index,trial_index,duration,total_token,multiply,contribution_0,contribution_1,note
21,1440p_flscr,1,1,1,2024-11-25_15:19:54,1310.476220499957,trial_PGG,0,0,29.757,10,0.75,5,5,None
21,1440p_flscr,1,1,1,2024-11-25_15:21:39,1415.1013666000217,trial_PGG,1,0,22.284,10,0.75,9,5,None
21,1440p_flscr,1,1,1,2024-11-25_15:22:03,1439.1974834001157,trial_PGG,1,1,14.027,10,0.75,8,8,None
21,1440p_flscr,1,1,1,2024-11-25_15:22:23,1458.6940381999593,trial_PGG,1,2,9.421,10,0.75,10,10,None
21,1440p_flscr,1,1,1,2024-11-25_15:22:44,1480.205333400052,trial_PGG,1,3,11.446,10,0.75,9,10,None
21,1440p_flscr,1,1,1,2024-11-25_15:23:04,1499.618145500077,trial_PGG,1,4,9.348,10,0.75,10,10,None
21,1440p_flscr,1,1,1,2024-11-25_15:23:22,1517.753218299942,trial_PGG,1,5,8.070,10,0.75,10,10,None
21,1440p_flscr,1,1,1,2024-11-25_15:23:41,1537.3608719999902,trial_PGG,1,6,9.546,10,0.75,10,10,None
21,1440p_flscr,1,1,1,2024-11-25_15:24:01,1556.7530974999536,trial_PGG,1,7,9.330,10,0.75,10,10,None
21,1440p_flscr,1,1,1,2024-11-25_15:24:20,1575.9506063999142,trial_PGG,1,8,9.135,10,0.75,10,10,None
21,1440p_flscr,1,1,1,2024-11-25_15:24:39,1595.3499819000717,trial_PGG,1,9,9.339,10,0.75,10,10,None
21,1440p_flscr,1,1,1,2024-11-25_15:24:57,1612.5605172999203,trial_PGG,1,10,7.145,10,0.75,10,10,None
21,1440p_flscr,1,1,1,2024-11-25_15:25:18,1633.7107377999928,trial_PGG,1,11,11.084,10,0.75,10,10,None
