exp_num,mode,condition_A,condition_B,condition_C,sys_time,exp_time,process_name,STAGE_index,trial_index,duration,total_token,multiply,contribution_0,contribution_1,note
20,1440p_flscr,2,1,1,2024-11-25_14:25:25,1579.9178570001386,trial_PGG,0,0,21.324,10,0.75,5,5,None
20,1440p_flscr,2,1,1,2024-11-25_14:28:27,1762.772386400029,trial_PGG,1,0,103.166,10,0.75,4,5,None
20,1440p_flscr,2,1,1,2024-11-25_14:29:17,1811.9859490999952,trial_PGG,1,1,39.139,10,0.75,6,5,None
20,1440p_flscr,2,1,1,2024-11-25_14:29:40,1835.72765980009,trial_PGG,1,2,13.655,10,0.75,5,5,None
20,1440p_flscr,2,1,1,2024-11-25_14:30:00,1855.376866800012,trial_PGG,1,3,9.584,10,0.75,5,5,None
20,1440p_flscr,2,1,1,2024-11-25_14:30:30,1885.1081775999628,trial_PGG,1,4,19.666,10,0.75,5,5,None
20,1440p_flscr,2,1,1,2024-11-25_14:30:48,1903.6455123000778,trial_PGG,1,5,8.475,10,0.75,5,5,None
20,1440p_flscr,2,1,1,2024-11-25_14:31:11,1925.9984174000565,trial_PGG,1,6,12.289,10,0.75,5,5,None
20,1440p_flscr,2,1,1,2024-11-25_14:31:45,1960.6065311001148,trial_PGG,1,7,24.540,10,0.75,5,5,None
20,1440p_flscr,2,1,1,2024-11-25_14:32:01,1976.003858400043,trial_PGG,1,8,5.335,10,0.75,5,5,None
20,1440p_flscr,2,1,1,2024-11-25_14:32:19,1993.8882344001904,trial_PGG,1,9,7.822,10,0.75,5,5,None
20,1440p_flscr,2,1,1,2024-11-25_14:32:37,2012.0504702001344,trial_PGG,1,10,8.102,10,0.75,5,5,None
20,1440p_flscr,2,1,1,2024-11-25_14:32:57,2032.1099629001692,trial_PGG,1,11,9.996,10,0.75,5,5,None
