exp_num,mode,condition_A,condition_B,condition_C,sys_time,exp_time,process_name,STAGE_index,trial_index,duration,total_token,multiply,contribution_0,contribution_1,note
1,1440p_flscr,1,1,1,2024-11-23_09:28:01,1684.972468700027,trial_PGG,0,0,16.611,10,0.75,5,5,None
1,1440p_flscr,1,1,1,2024-11-23_09:28:45,1729.4061364999507,trial_PGG,1,0,25.359,10,0.75,5,7,None
1,1440p_flscr,1,1,1,2024-11-23_09:29:19,1763.1389941999223,trial_PGG,1,1,23.655,10,0.75,5,8,None
1,1440p_flscr,1,1,1,2024-11-23_09:29:54,1798.0192877999507,trial_PGG,1,2,24.809,10,0.75,7,4,None
1,1440p_flscr,1,1,1,2024-11-23_09:30:38,1842.194857400027,trial_PGG,1,3,34.104,10,0.75,6,4,None
1,1440p_flscr,1,1,1,2024-11-23_09:31:15,1878.526634400012,trial_PGG,1,4,26.269,10,0.75,5,5,None
1,1440p_flscr,1,1,1,2024-11-23_09:32:21,1944.5546328999335,trial_PGG,1,5,55.963,10,0.75,5,5,None
1,1440p_flscr,1,1,1,2024-11-23_09:32:51,1974.785902200034,trial_PGG,1,6,20.166,10,0.75,5,5,None
1,1440p_flscr,1,1,1,2024-11-23_09:33:23,2006.60828819999,trial_PGG,1,7,21.751,10,0.75,5,5,None
1,1440p_flscr,1,1,1,2024-11-23_09:33:50,2034.3462055999553,trial_PGG,1,8,17.670,10,0.75,4,5,None
1,1440p_flscr,1,1,1,2024-11-23_09:34:20,2063.7779085999355,trial_PGG,1,9,19.365,10,0.75,4,3,None
1,1440p_flscr,1,1,1,2024-11-23_09:34:52,2096.4553396999836,trial_PGG,1,10,22.611,10,0.75,3,3,None
1,1440p_flscr,1,1,1,2024-11-23_09:35:18,2122.2324521000264,trial_PGG,1,11,15.713,10,0.75,2,3,None
