exp_num,mode,condition_A,condition_B,condition_C,sys_time,exp_time,process_name,STAGE_index,trial_index,duration,total_token,multiply,contribution_0,contribution_1,note
8,1440p_flscr,2,1,1,2024-11-23_18:39:14,1476.9206615999574,trial_PGG,0,0,24.775,10,0.75,5,5,None
8,1440p_flscr,2,1,1,2024-11-23_18:41:42,1624.6842141000088,trial_PGG,1,0,44.350,10,0.75,10,4,None
8,1440p_flscr,2,1,1,2024-11-23_18:42:03,1646.605315700057,trial_PGG,1,1,11.833,10,0.75,10,10,None
8,1440p_flscr,2,1,1,2024-11-23_18:42:36,1678.9568363999715,trial_PGG,1,2,22.278,10,0.75,10,6,None
8,1440p_flscr,2,1,1,2024-11-23_18:43:15,1718.6090015000664,trial_PGG,1,3,29.589,10,0.75,10,10,None
8,1440p_flscr,2,1,1,2024-11-23_18:43:53,1755.7885858999798,trial_PGG,1,4,27.116,10,0.75,10,3,None
8,1440p_flscr,2,1,1,2024-11-23_18:44:35,1798.5404183999635,trial_PGG,1,5,32.679,10,0.75,6,7,None
8,1440p_flscr,2,1,1,2024-11-23_18:45:02,1824.8043200999964,trial_PGG,1,6,16.191,10,0.75,7,4,None
8,1440p_flscr,2,1,1,2024-11-23_18:45:27,1849.6648686999688,trial_PGG,1,7,14.788,10,0.75,8,10,None
8,1440p_flscr,2,1,1,2024-11-23_18:45:49,1872.434019700042,trial_PGG,1,8,12.686,10,0.75,9,8,None
8,1440p_flscr,2,1,1,2024-11-23_18:46:08,1891.2839302000357,trial_PGG,1,9,8.788,10,0.75,9,10,None
8,1440p_flscr,2,1,1,2024-11-23_18:46:27,1910.5042101000436,trial_PGG,1,10,9.157,10,0.75,10,9,None
8,1440p_flscr,2,1,1,2024-11-23_18:46:43,1926.3862359999912,trial_PGG,1,11,5.813,10,0.75,10,10,None
